"Identifier","Context","Source string","Translation"
"GLAT008FO","Ford","Yeah, put your head between your legs and kiss your ass good bye!","Yeah, put your head between your legs and kiss your ass good bye!"
"GLAT009FO","Ford","Hang onto that power your dad gave you, because it's the only chance we've got.","Hang onto that power your dad gave you, because it's the only chance we've got."
"GLAU000FO","Ford","Don't turn up your nose at recycling. You gather up those PSI Cards, and get yourself some Cores, and come down to my lab and we'll rank you up quick!","Don't turn up your nose at recycling. You gather up those PSI Cards, and get yourself some Cores, and come down to my lab and we'll rank you up quick!"
"GLAU001FO","Ford","Maybe if you were a higher rank, you could get some PSI powers that could help you out.","Maybe if you were a higher rank, you could get some PSI powers that could help you out."
"GLAU002FO","Ford","You can rank up if you collect more figments, sort more emotional baggage, or collect more mental cobwebs.","You can rank up if you collect more figments, sort more emotional baggage, or collect more mental cobwebs."
"GLAU003FO","Ford","Not much to do here except clean up all the cobwebs, collect all the figments, and get any vaults that are left.","Not much to do here except clean up all the cobwebs, collect all the figments, and get any vaults that are left."
"GLAV000CO","Coach","(emotional sobs)","(emotional sobs)"
"GLRE000SA","Sasha","I don't have time for this!","I don't have time for this!"
"GLRE001BT","Bonita","Oww!","Oww!"
"GLZG035TO","System","To view this MEMORY again, check out the MEMORIES page in your JOURNAL. {Journal}","Цей СПОГАД можна буде передивитися потім на сторінці «СПОГАДИ» у вашому ЖУРНАЛІ. {Journal}"
"GLZG033TO","System","...after class, of course.","...після уроку, звісно ж."
"GLZG034TO","System","This is a Psychic Arrowhead.  Its raw energy will contribute value to your Arrowheads in small amounts, but I think you'll find they add up over time!","Це психонаконечник. Його чиста енергія потрохи збільшуватиме цінність ваших наконечників, але з часом їх внесок ставатиме помітнішим!"
"GLZB018TO","System","Ranger Ford's Scavenger Hunt","Ranger Ford's Scavenger Hunt"
"GLZE036TO","System","Find 8 items, and you'll be promoted 4 Ranks.","Find 8 items, and you'll be promoted 4 Ranks."
"GLZE037TO","System","Find the other 8, and get promoted 6 more Ranks!","Find the other 8, and get promoted 6 more Ranks!"
"GLZB019TO","System","Gold Doubloon","Gold Doubloon"
"GLZD101TO","System","What were Spanish explorers doing in this valley two hundred years ago? How did they get their boats over the hills and into Lake Oblongata which, at that time, did not even exist? Why did they leave their doubloons here, and why has no person found this one though it has been floating in midair all this time? These are just some of the many unanswered riddles held within this mysterious coin.","What were Spanish explorers doing in this valley two hundred years ago? How did they get their boats over the hills and into Lake Oblongata which, at that time, did not even exist? Why did they leave their doubloons here, and why has no person found this one though it has been floating in midair all this time? These are just some of the many unanswered riddles held within this mysterious coin."
"GLZB020TO","System","Eagle Claw","Eagle Claw"
"GLZD102TO","System","Eagle Claw Soup is surprisingly tangy, and promotes the growth of strong fingernails.","Eagle Claw Soup is surprisingly tangy, and promotes the growth of strong fingernails."
"GLZB021TO","System","Diver's Helmet","Diver's Helmet"
"GLZD103TO","System","Thick helmets like these have been used to protect those who dive in Lake Oblongata, not from the increase in water pressure, but from the hideous creature that is rumored to live in the lake (but is, of course, just an old legend).","Thick helmets like these have been used to protect those who dive in Lake Oblongata, not from the increase in water pressure, but from the hideous creature that is rumored to live in the lake (but is, of course, just an old legend)."
"GLZB022TO","System","Psychonauts Comic #1","Psychonauts Comic #1"
"GLZD104TO","System","The thrilling Origin Issue in which the Psychonauts get their name and design their first costumes. Also introduces the character of ""Clyde the Cautious Cougar"" who teaches firestarting safety.","The thrilling Origin Issue in which the Psychonauts get their name and design their first costumes. Also introduces the character of ""Clyde the Cautious Cougar"" who teaches firestarting safety."
"GLZB023TO","System","Cherry Wood Pipe","Cherry Wood Pipe"
"GLZD105TO","System","This style of pipe was common among more fashion-conscious loggers in the early part of this century, until a high frequency of logger-initiated forest fires led to a mandatory, industry-wide switch to chewing tobacco, and later, bark-flavored chewing gum.","This style of pipe was common among more fashion-conscious loggers in the early part of this century, until a high frequency of logger-initiated forest fires led to a mandatory, industry-wide switch to chewing tobacco, and later, bark-flavored chewing gum."
"GLZB024TO","System","Turkey Sandwich","Turkey Sandwich"
"GLZD106TO","System","Possibly the most famous of all poultry-based sandwiches, second only to its more glamorous sister, the Chicken Salad Sandwich. The Turkey Sandwich holds a special place in the hearts of food lovers everywhere who crave something that's like Chicken, but not.","Possibly the most famous of all poultry-based sandwiches, second only to its more glamorous sister, the Chicken Salad Sandwich. The Turkey Sandwich holds a special place in the hearts of food lovers everywhere who crave something that's like Chicken, but not."
"GLZB025TO","System","Voodoo Doll","Voodoo Doll"
"GLZD107TO","System","Years ago someone thought it would be a fun craft project at camp to make voodoo dolls. We would have fired that teacher had they not ended up in the hospital. If you find one of these dolls PLEASE do not remove and reinsert ANY of the pins.","Years ago someone thought it would be a fun craft project at camp to make voodoo dolls. We would have fired that teacher had they not ended up in the hospital. If you find one of these dolls PLEASE do not remove and reinsert ANY of the pins."
"GLZB026TO","System","Miner's Skull","Miner's Skull"
"GLZD108TO","System","In the early days of the Psitanium rush, prospectors and miners came from all over to hunt the mysterious ""Whispering Rock"" so plentiful in this valley. Some were killed in mining accidents, some in claim disputes, but many were simply driven mad by the powerful mineral, and wandered off into the mines, never to be seen again--except for their creepy, bearded heads.","In the early days of the Psitanium rush, prospectors and miners came from all over to hunt the mysterious ""Whispering Rock"" so plentiful in this valley. Some were killed in mining accidents, some in claim disputes, but many were simply driven mad by the powerful mineral, and wandered off into the mines, never to be seen again--except for their creepy, bearded heads."
"GLZB027TO","System","Pirate Scope","Pirate Scope"
"GLZD109TO","System","Telescopes like this were once popular among area pirates, until they learned that they could see farther by using Clairvoyance on bird feathers.","Telescopes like this were once popular among area pirates, until they learned that they could see farther by using Clairvoyance on bird feathers."
"GLZB028TO","System","Golden Acorn","Golden Acorn"
"GLZD110TO","System","Adult squirrels will often coat a regular acorn with a mucilaginous secretion that gives it a shiny, ""golden"" coat. This sparkly trinket is used to attract possible mates. Warning: do not eat.","Adult squirrels will often coat a regular acorn with a mucilaginous secretion that gives it a shiny, ""golden"" coat. This sparkly trinket is used to attract possible mates. Warning: do not eat."
"GLZB029TO","System","Glass Eye","Glass Eye"
"GLZD111TO","System","I am always losing mine around camp. If you find one please don't scratch it, because I'm running out of spares.","I am always losing mine around camp. If you find one please don't scratch it, because I'm running out of spares."
"GLZB030TO","System","Condor Egg","Condor Egg"
"GLZD112TO","System","The rare and beautiful Condor Egg. Condors were once plentiful in this valley, but their numbers have been decimated by modern hazards such as power lines, telekinetic grizzly bears, and poachers stealing the eggs out of their nests.","The rare and beautiful Condor Egg. Condors were once plentiful in this valley, but their numbers have been decimated by modern hazards such as power lines, telekinetic grizzly bears, and poachers stealing the eggs out of their nests."
"GLZB031TO","System","Fertility Idol","Fertility Idol"
"GLZD113TO","System","Wasps love fertility idols. Everybody knows it. No one knows why. But it must work because look at how many of them there are!","Wasps love fertility idols. Everybody knows it. No one knows why. But it must work because look at how many of them there are!"
"GLZB032TO","System","Dinosaur Bone","Dinosaur Bone"
"GLZD114TO","System","Enormous, carnivorous, and Psychically mutated, one thing for sure you can say about the valley's prehistoric inhabitants: we are glad they're dead. Nobody wants to see levitating velociraptors. SCARY.","Enormous, carnivorous, and Psychically mutated, one thing for sure you can say about the valley's prehistoric inhabitants: we are glad they're dead. Nobody wants to see levitating velociraptors. SCARY."
"GLZB033TO","System","Fossil","Fossil"
"GLZD115TO","System","Bringing day old chicken pot pie from the cafeteria doesn't count! I've been fooled twice already, but from now on, you kids better have the real McCoy!","Bringing day old chicken pot pie from the cafeteria doesn't count! I've been fooled twice already, but from now on, you kids better have the real McCoy!"
"GLZB034TO","System","Gold Watch","Gold Watch"
"GLZD116TO","System","Time. The enemy of us all. Hold a watch to your ear and listen. Tick tock, tick tock... those are the hoof beats of the Reaper's pale horse. ""Half past eight, he's at your gate. Quarter to four, a knock on the door."" Unwinding is the mortal coil that drives the gears to tick and toil, until at last, it rests, unwound, and we lay silent in the ground.","Time. The enemy of us all. Hold a watch to your ear and listen. Tick tock, tick tock... those are the hoof beats of the Reaper's pale horse. ""Half past eight, he's at your gate. Quarter to four, a knock on the door."" Unwinding is the mortal coil that drives the gears to tick and toil, until at last, it rests, unwound, and we lay silent in the ground."
"GLZG017TO","System","Your JOURNAL is a great place to see what you've done so far, and plan what you're going to do next. You can use it to SAVE and LOAD your progress, change your OPTIONS, and there's a helpful MAP in the back! Press {StartButton} to open your JOURNAL.","Your JOURNAL is a great place to see what you've done so far, and plan what you're going to do next. You can use it to SAVE and LOAD your progress, change your OPTIONS, and there's a helpful MAP in the back! Press {StartButton} to open your JOURNAL."
"GLZG018TO","System","Use the LEFT {Joystick} or {DPad} to navigate the Journal.","Використовуйте ЛІВИЙ {Joystick} або {DPad} для навігації журналом."
"GLZG019TO","System","On this page, you can see what you've collected in the current area. Make sure to come back here after you've collected some FIGMENTS, so you can look at them up close with the FIGMENT VIEWER option.","На цій сторінці написано, що ви зібрали на поточній локації. Після збирання ВИГАДОК, ви можете роздивитися їх у розділі ПЕРЕГЛЯДУ ВИГАДОК."
"GLZG020TO","System","This page shows how you're doing in the bigger scheme of things. Also, once you get your SCAVENGER HUNT LIST, this is where you'll keep it.","На цій сторінці написаний ваш загальний прогрес. Також, коли ви отримаєте СПИСОК ПОГОНІ ЗА МОТЛОХОМ, він знаходитиметься тут."
"GLZG021TO","System","This page automatically remembers what tasks you're working on. If you're ever unsure what to do next, come back here to jog your memory.","This page automatically remembers what tasks you're working on. If you're ever unsure what to do next, come back here to jog your memory."
"GLZG022TO","System","Once you've cracked open a MENTAL VAULT, you'll store the memories you find in here. Come back and watch them as many times as you'd like.","Коли ви зламаєте МЕНТАЛЬНИЙ СЕЙФ, його спогади зберігатимуться тут. Повертайтеся й передивляйтеся їх скільки вам завгодно."
"GLZG023TO","System","This handy map shows the layout of the camp. Your position is marked with a {RedTriangle}. The next place you should go is marked with a {MapHighlightMark}. If you ever feel like you don't know where to go, come on back and check out your map!","Ця зручна мапа показує вам план табору. Ваше місцезнаходження помічено як {RedTriangle}. Наступне місце, куди вам треба, помічено як {MapHighlightMark}. Якщо колись не знатимете, куди треба йти, подивіться на мапу!"
"GLZA004TO","System","Yes, I want to go back to the real world that badly.","Yes, I want to go back to the real world that badly."
"GLZA005TO","System","Agent Cruller. Do you have any advice on the current situation?","Agent Cruller. Do you have any advice on the current situation?"
"GLZA006TO","System","Airplanes can be a pain, can't they?","Airplanes can be a pain, can't they?"
"GLZA007TO","System","Can I change the color of my Levitation ball?","Can I change the color of my Levitation ball?"
"GLZA008TO","System","Did you know that this camp has a bear problem?","Did you know that this camp has a bear problem?"
"GLZA009TO","System","Have you ever been confused by a rat?","Have you ever been confused by a rat?"
"GLZA010TO","System","Have you ever been grabbed by a sucker fish?","Have you ever been grabbed by a sucker fish?"
"GLZA011TO","System","Have you ever seen a plant with eyes and teeth?","Have you ever seen a plant with eyes and teeth?"
"GLZA012TO","System","Hellish bunnies spewed forth from meat grinders? Ring a bell?","Hellish bunnies spewed forth from meat grinders? Ring a bell?"
"GLZA013TO","System","How do I kill that armless guy with the swords in his mouth?","How do I kill that armless guy with the swords in his mouth?"
"GLZA014TO","System","How do you fight censors?","How do you fight censors?"
"GLZA015TO","System","How would you really kill a big walking snail with a cannon?","How would you really kill a big walking snail with a cannon?"
"GLZA016TO","System","I need to regroup back at HQ.","I need to regroup back at HQ."
"GLZA017TO","System","I've got these little thistle girls attacking me.","I've got these little thistle girls attacking me."
"GLZA018TO","System","In Lungfishopolis, I'm really big, but there are these tanks...","In Lungfishopolis, I'm really big, but there are these tanks..."
"GLZA019TO","System","Need your analysis on a hostile.","Need your analysis on a hostile."
"GLZA020TO","System","Never mind.","Never mind."
"GLZA021TO","System","Nothing more to report at this time.","Nothing more to report at this time."
"GLZA022TO","System","That Cobra wrestler resists attacks.","That Cobra wrestler resists attacks."
"GLZA023TO","System","That Tiger wrestler's got a mean pounce.","That Tiger wrestler's got a mean pounce."
"GLZA024TO","System","The Dragon wrester has this roar that glues me to the floor.","The Dragon wrester has this roar that glues me to the floor."
"GLZA025TO","System","The crayfish in the lake are bigger than what we got back home.","The crayfish in the lake are bigger than what we got back home."
"GLZA026TO","System","There are these mean little Harpies in Gloria's mind","There are these mean little Harpies in Gloria's mind"
"GLZA027TO","System","These hell-hounds keep setting me on fire.","These hell-hounds keep setting me on fire."
"GLZA028TO","System","Two words: Ca-caw.","Two words: Ca-caw."
"GLZA029TO","System","Were you watching those Electro Trucks?","Were you watching those Electro Trucks?"
"GLZA030TO","System","What about a really big turret with shots you couldn't dodge?","What about a really big turret with shots you couldn't dodge?"
"GLZA031TO","System","What about the really big, burly censors?","What about the really big, burly censors?"
"GLZA032TO","System","What about those censors that shoot stuff?","What about those censors that shoot stuff?"
"GLZA033TO","System","What about those creepy guys who pull you under ground?","What about those creepy guys who pull you under ground?"
"GLZA034TO","System","What do you do when you hear a cougar?","What do you do when you hear a cougar?"
"GLZA035TO","System","What if there's, like, a million, tiny censors. All over you.","What if there's, like, a million, tiny censors. All over you."
"GLZA036TO","System","Yes!","Yes!"
"GLZA037TO","System","You've been very helpful. That's all I need.","You've been very helpful. That's all I need."
"GLZB000TO","System","PSI Challenge Marker","PSI Challenge Marker"
"GLZC000TO","System","New PSI power at rank 10!","Нова ПСИЗДІБНІСТЬ на рангу 10!"
"GLZC001TO","System","New PSI power at rank 20!","Нова ПСИЗДІБНІСТЬ на рангу 20!"
"GLZC002TO","System","New PSI power at rank 30!","Нова ПСИЗДІБНІСТЬ на рангу 30!"
"GLZC003TO","System","Big powerup at rank 40!","Big powerup at rank 40!"
"GLZC004TO","System","Stuff at rank 50!","Stuff at rank 50!"
"GLZC005TO","System","More stuff at rank 60!","More stuff at rank 60!"
"GLZC006TO","System","Lots of stuff at rank 75!","Lots of stuff at rank 75!"
"GLZC007TO","System","You are never going to get to rank 100!","You are never going to get to rank 100!"
"GLZD000TO","System","Find Edgar's Secret Garden.","Find Edgar's Secret Garden."
"GLZD001TO","System","Return the four queens to Edgar.","Return the four queens to Edgar."
"GLZD002TO","System","Learn how to Confuse People.","Learn how to Confuse People."
"GLZD003TO","System","Sort 4 Pieces Emotional Baggage.","Sort 4 Pieces Emotional Baggage."
"GLZD004TO","System","Whispering Rock Psychic Summer Camp","Whispering Rock Psychic Summer Camp"
"GLZD005TO","System","Kids' Cabins","Kids' Cabins"
"GLZD006TO","System","Reception Area","Reception Area"
"GLZD007TO","System","Campgrounds Main","Campgrounds Main"
"GLZD008TO","System","Boathouse and Beach","Boathouse and Beach"
"GLZD009TO","System","Lodge","Lodge"
"GLZD010TO","System","GPC & Wilderness","GPC & Wilderness"
"GLZD011TO","System","Ford's Sanctuary","Ford's Sanctuary"
"GLZD012TO","System","Sasha's Underground Lab","Sasha's Underground Lab"
"GLZD013TO","System","Coach Oleander's Basic Braining","Coach Oleander's Basic Braining"
"GLZD014TO","System","Obstacle Course 1","Obstacle Course 1"
"GLZD015TO","System","Obstacle Course 2","Obstacle Course 2"
"GLZD016TO","System","Obstacle Course Finale","Obstacle Course Finale"
"GLZD017TO","System","Brain Tumbler Experiment","Brain Tumbler Experiment"
"GLZD018TO","System","The Woods","The Woods"
"GLZD019TO","System","The Brain Tank","The Brain Tank"
"GLZD020TO","System","Sasha's Shooting Gallery","Sasha's Shooting Gallery"
"GLZD021TO","System","Milla's Dance Party","Milla's Dance Party"
"GLZD022TO","System","The Lounge","The Lounge"
"GLZD023TO","System","The Race","The Race"
"GLZD024TO","System","The Party","The Party"
"GLZD025TO","System","Lair of the Lungfish","Lair of the Lungfish"
"GLZD026TO","System","Lungfishopolis","Lungfishopolis"
"GLZD027TO","System","Kochamara","Kochamara"
"GLZD028TO","System","Thorney Towers Home for the Disturbed","Thorney Towers Home for the Disturbed"
"GLZD029TO","System","Grounds","Grounds"
"GLZD030TO","System","Lower Floors","Lower Floors"
"GLZD031TO","System","Upper Floors","Upper Floors"
"GLZD032TO","System","The Lab of Dr. Loboto","The Lab of Dr. Loboto"
"GLZD033TO","System","Ruins","Ruins"
"GLZD034TO","System","The Milkman Conspiracy","The Milkman Conspiracy"
"GLZD035TO","System","The Neighborhood","The Neighborhood"
"GLZD036TO","System","The Den Mother","The Den Mother"
"GLZD037TO","System","Gloria's Theater","Gloria's Theater"
"GLZD038TO","System","The Stage","The Stage"
"GLZD039TO","System","The Catwalks","The Catwalks"
"GLZD040TO","System","Confrontation","Confrontation"
"GLZD041TO","System","Waterloo World","Waterloo World"
"GLZD042TO","System","Black Velvetopia","Black Velvetopia"
"GLZD043TO","System","Running Against the Bull","Running Against the Bull"
"GLZD044TO","System","Edgar's Sanctuary","Edgar's Sanctuary"
"GLZD045TO","System","Tiger","Tiger"
"GLZD046TO","System","Eagle","Eagle"
"GLZD047TO","System","Dragon","Dragon"
"GLZD048TO","System","Cobra","Cobra"
"GLZD049TO","System","Matador's Arena","Matador's Arena"
"GLZD050TO","System","Meat Circus","Meat Circus"
"GLZD051TO","System","Tent City","Tent City"
"GLZD052TO","System","Return Cards","Return Cards"
"GLZD053TO","System","Follow Unfamiliar Animal Entity.","Follow Unfamiliar Animal Entity."
"GLZD054TO","System","Defeat that big monster I saw.","Defeat that big monster I saw."
"GLZD055TO","System","Earn Marksmanship Merit badge from Sasha.","Earn Marksmanship Merit badge from Sasha."
"GLZD056TO","System","Blast the lamps!","Blast the lamps!"
"GLZD057TO","System","Blast the lamps in sequence.","Blast the lamps in sequence."
"GLZD058TO","System","Shoot the censor.","Shoot the censor."
"GLZD059TO","System","Man that guy is mean looking. Well, not for long!","Man that guy is mean looking. Well, not for long!"
"GLZD060TO","System","Man, this is going to take forever at this rate! There has GOT to be a way to make to make the censors come out faster!","Man, this is going to take forever at this rate! There has GOT to be a way to make to make the censors come out faster!"
"GLZD061TO","System","Shut down all leaky valves crib face.","Shut down all leaky valves crib face."
"GLZD062TO","System","This bed is a mess. There are censors coming out of all these pipes. If I shoot the locks off the valves, I should be able to shut down the leaks.","This bed is a mess. There are censors coming out of all these pipes. If I shoot the locks off the valves, I should be able to shut down the leaks."
"GLZD063TO","System","Shut down all leaky valves at the mobile face.","Shut down all leaky valves at the mobile face."
"GLZD064TO","System","Shut down all leaky valves at the shoe shop.","Shut down all leaky valves at the shoe shop."
"GLZD065TO","System","This face is an even bigger mess than the last. And it smells like feet. Lots of valves to shut down here.","This face is an even bigger mess than the last. And it smells like feet. Lots of valves to shut down here."
"GLZD066TO","System","This looks like censor HQ. If I shut down these valves, I should be just about done.","This looks like censor HQ. If I shut down these valves, I should be just about done."
"GLZD067TO","System","DESTROY MEGACENSOR!!!","DESTROY MEGACENSOR!!!"
"GLZD068TO","System","Okay, now that I know how to PSI Blast, I should really go back into that nightmare and teach those censors a lesson.","Okay, now that I know how to PSI Blast, I should really go back into that nightmare and teach those censors a lesson."
"GLZD069TO","System","Get up to the top of that tower and save Dogen!","Get up to the top of that tower and save Dogen!"
"GLZD070TO","System","I should go ask Mr. Cruller for a canoe so I can see Agent Vodello out on her dock.","I should go ask Mr. Cruller for a canoe so I can see Agent Vodello out on her dock."
"GLZD071TO","System","Earn Levitation Merit Badge from Milla.","Earn Levitation Merit Badge from Milla."
"GLZD072TO","System","Get up to the top floor of this crazy club.","Get up to the top floor of this crazy club."
"GLZD073TO","System","Seems like all the cool stuff is going on up there. Time to levitate.","Seems like all the cool stuff is going on up there. Time to levitate."
"GLZD074TO","System","Beat stupid Bobby Zilch in the Levitation race.","Beat stupid Bobby Zilch in the Levitation race."
"GLZD075TO","System","Float up the bubble vents to switch on the big fan.","Float up the bubble vents to switch on the big fan."
"GLZD076TO","System","Those bubbly vents on the side of the room could probably help me get up to the switch at the top.","Those bubbly vents on the side of the room could probably help me get up to the switch at the top."
"GLZD077TO","System","Float through the hoops to open the door to the party room.","Float through the hoops to open the door to the party room."
"GLZD078TO","System","I can float up and down in the center of the room to get those rings spinning. And then after that, I swear, no more jumping through hoops.","I can float up and down in the center of the room to get those rings spinning. And then after that, I swear, no more jumping through hoops."
"GLZD079TO","System","Okay, I can punch, I can shoot, I can fly. Time to put an end to this Brain Tumbler nightmare once and for all!","Okay, I can punch, I can shoot, I can fly. Time to put an end to this Brain Tumbler nightmare once and for all!"
"GLZD080TO","System","Destroy the Blueprint Brain Tank!","Destroy the Blueprint Brain Tank!"
"GLZD081TO","System","He wants to kidnap psychic children and use their brains as weapons in a secret army of his own creation. Not on my watch, Shorty.","He wants to kidnap psychic children and use their brains as weapons in a secret army of his own creation. Not on my watch, Shorty."
"GLZD082TO","System","Unkidnap Lili.","Unkidnap Lili."
"GLZD083TO","System","Girlfriend or not girlfriend (and I think right now it would be rushing things to say GIRLFRIEND) I really should save her.","Girlfriend or not girlfriend (and I think right now it would be rushing things to say GIRLFRIEND) I really should save her."
"GLZD084TO","System","Find Lili.","Find Lili."
"GLZD085TO","System","Track the Hideous, Hulking Lungfish.","Track the Hideous, Hulking Lungfish."
"GLZD086TO","System","I think I see some glowing footprints up ahead. They might lead to Lili, who I care a lot about, like a buddy.","I think I see some glowing footprints up ahead. They might lead to Lili, who I care a lot about, like a buddy."
"GLZD087TO","System","Beat the Hideous, Hulking Lungfish.","Beat the Hideous, Hulking Lungfish."
"GLZD088TO","System","Enter the Mind of the Lungfish.","Enter the Mind of the Lungfish."
"GLZD089TO","System","Free Political Prisoners.","Free Political Prisoners."
"GLZD090TO","System","Disable Force field.","Disable Force field."
"GLZD091TO","System","Disable second force field.","Disable second force field."
"GLZD092TO","System","My new years resolution is to try to protect these guys better. Otherwise the entire resistance will  soon be vaporized.","My new years resolution is to try to protect these guys better. Otherwise the entire resistance will  soon be vaporized."
"GLZD093TO","System","Secure the Harbor.","Secure the Harbor."
"GLZD094TO","System","I need to destroy all these planes, tanks, beam-cannon trucks, and Iron Lungs before those ships will dock in the harbor so I can get across.","I need to destroy all these planes, tanks, beam-cannon trucks, and Iron Lungs before those ships will dock in the harbor so I can get across."
"GLZD095TO","System","Scale Kochamara Tower.","Scale Kochamara Tower."
"GLZD096TO","System","Win Duel against Kochamara.","Win Duel against Kochamara."
"GLZD097TO","System","Get into Asylum.","Get into Asylum."
"GLZD098TO","System","This guard is no help. Hmmm... or is he?","This guard is no help. Hmmm... or is he?"
"GLZD099TO","System","Become a Psychonaut.","Become a Psychonaut."
"GLZD100TO","System","I saw the missing playing cards when I rode into town. I've got to dodge that bull and work my way up the main road to get them, and then give them back to Edgar!","I saw the missing playing cards when I rode into town. I've got to dodge that bull and work my way up the main road to get them, and then give them back to Edgar!"
"GLZE001TO","System","Hold {LeftFlipper} to lock your mental focus on an object.","Hold {LeftFlipper} to lock your mental focus on an object."
"GLZE002TO","System","Hold down {BlackButton} to set fire to the targeted object.","Hold down {BlackButton} to set fire to the targeted object."
"GLZE003TO","System","Hold down {BlackButton} while facing target.","Hold down {BlackButton} while facing target."
"GLZE004TO","System","Release {BlackButton} to throw.","Release {BlackButton} to throw."
"GLZE005TO","System","Use {Joystick} to aim your toss.","Use {Joystick} to aim your toss."
"GLZE006TO","System","You just collected enough PSI Cards to make another PSI Challenge Marker!","You just collected enough PSI Cards to make another PSI Challenge Marker!"
"GLZF000TO","System","Punch vault to open.","Ударте по сейфу, щоб відкрити його."
"GLZG000TO","System","Raz is holding an object in his hand. To use a handheld object with someone, walk up to them and press {YButton}","Raz is holding an object in his hand. To use a handheld object with someone, walk up to them and press {YButton}"
"GLZG001TO","System","You just found a PSI Challenge Marker! Every time you find one of these, your PSI Cadet Rank goes up! Rank up enough and you'll get new PSI powers!","Ви щойно знайшли ПСИМАРКЕР! За кожен з них ваш ранг псикадета зростає! Продовжуйте його підіймати та отримаєте нові ПСИЗДІБНОСТІ!"
"GLZG002TO","System","But you'll need to get a PSI Core from the Camp Store, and a little help from Ford Cruller.","Але для цього знадобиться ПСІЯДРО з табірної крамниці та трохи допомоги від Форда Круллера."
"GLZG003TO","System","To view this Memory again, check out the Memories page in your Journal.","Цей спогад можна буде передивитися потім на сторінці «Спогади» у вашому журналі."
"GLZG004TO","System","Press {YButton} to pull up {Arrowhead}","Натисніть {YButton}, щоб витягнути {Arrowhead}"
"GLZG005TO","System","This Steamer Trunk is lost without his Claim Ticket.  Find it for him and sort this Emotional Baggage out.","This Steamer Trunk is lost without his Claim Ticket.  Find it for him and sort this Emotional Baggage out."
"GLZG006TO","System","This Steamer Trunk Claim Ticket needs to find his partner, the Steamer Trunk.","This Steamer Trunk Claim Ticket needs to find his partner, the Steamer Trunk."
"GLZG007TO","System","Watch out for those Censors.  Press {XButton} to punch them.  Also try jumping then punching.","Watch out for those Censors.  Press {XButton} to punch them.  Also try jumping then punching."
"GLZG008TO","System","Here come more Censors.  Try throwing a Confusion Grenade at them. {BlackButton}","Here come more Censors.  Try throwing a Confusion Grenade at them. {BlackButton}"
"GLZG009TO","System","Censors again.  This time try Firestarting them. Hold {BlackButton}","Censors again.  This time try Firestarting them. Hold {BlackButton}"
"GLZG010TO","System","Your JOURNAL is a great place to see what you've done so far, and plan what you're going to do next. You can use it to SAVE and LOAD your progress, change your OPTIONS, and there's helpful MAP in the back! Press {StartButton} to open your JOURNAL.","Your JOURNAL is a great place to see what you've done so far, and plan what you're going to do next. You can use it to SAVE and LOAD your progress, change your OPTIONS, and there's helpful MAP in the back! Press {StartButton} to open your JOURNAL."
"GLZG011TO","System","Arrowheads are made of Psitanium, a rare psychoreactive mineral, which makes them very valuable.  You can use Arrowheads to buy items at the camp store.","Arrowheads are made of Psitanium, a rare psychoreactive mineral, which makes them very valuable.  You can use Arrowheads to buy items at the camp store."
"GLZG012TO","System","But you'll need to get a PSI Core from the Camp Store, and a little help from Ford Cruller","Але для цього знадобиться ПСІЯДРО з табірної крамниці та трохи допомоги від Форда Круллера."
"GLZG013TO","System","Congratulations! You found a loose PSI Card!  Collect nine of these and you can build a PSI Challenge Marker {Marker} out of them.","Вітаємо! Ви знайшли ПСИКАРТУ! Зберіть дев'ять таких і ви зможете зробити з них ПСИМАРКЕР. {Marker}"
"GLZG014TO","System","Good news! You have enough PSI Cards to build a new PSI Challenge Marker! {Marker}","Хороші новини! У вас достатньо ПСИКАРТ щоб зробити новий ПСИМАРКЕР! {Marker}"
"GLZG015TO","System","Just buy a PSI Core at the Camp Store, and use Agent Cruller's special lab equipment to put the Cards and Core together into a new Marker!","Лишається тільки придбати ПСІЯДРО в табірній крамниці та використати спецобладнання агента Круллера, щоб поєднати карти і ядро в маркер!"
"GLZG016TO","System","Your first figment! Collect 100 figment points and you'll be promoted. If you get promoted to a high enough rank, you will earn new Psychic Abilities!","Це ваша перша вигадка! Зберіть 100 таких і ваш ранг збільшиться. Продовжуйте підвищувати його, щоб отримати нові псиздібності!"
"GLZB001TO","System","Dufflebag Tag","Dufflebag Tag"
"GLZB002TO","System","Hatbox Tag","Бирка для капелюшної коробки"
"GLZB003TO","System","Purse Tag","Бирка для сумочки"
"GLZB004TO","System","Steamer Trunk Tag","Бирка для кофра"
"GLZB005TO","System","Suitcase Tag","Бирка для валізки"
"GLZB006TO","System","Ammo Up","Ammo Up"
"GLZB007TO","System","Confusion Ammo Up","Confusion Ammo Up"
"GLZB008TO","System","Maximum Projection Depth Increased!","Maximum Projection Depth Increased!"
"GLZB009TO","System","Astral Projection Layer Restored!","Astral Projection Layer Restored!"
"GLZB010TO","System","PSI Challenge Card","PSI Challenge Card"
"GLZB011TO","System","PSI Core","PSI Core"
"GLZB012TO","System","Smelling Salts","Smelling Salts"
"GLZB035TO","System","Journal","Journal"
"GLZB036TO","System","Bacon","Bacon"
"GLZD117TO","System","This is the only thing I've always known I wanted to do, ever since I was a boy.","This is the only thing I've always known I wanted to do, ever since I was a boy."
"GLZD118TO","System","Complete Coach Oleander's obstacle course.","Подолати смугу перешкод тренера Олеандра."
