"Identifier","Context","Source string","Translation"
"THBN000PT","Phantom","Heh heh heh...","Хе-хе-хе..."
"THBN002PT","Phantom","You are not welcome here!","Тобі тут не раді!"
"THBN003PT","Phantom","This is my sanctuary!","Це моє лігво!"
"THBN004PT","Phantom","Come no closer, or it will be the last thing you do!","Не підходь! Інакше це буде останнє, що ти зробиш!"
"THBN005PT","Phantom","I am... the Phantom!","Я є... Примара!"
"THBN006PT","Phantom","Bwah ha ha ha!","Муа-ха-ха-ха!"
"THBN007PT","Phantom","Ha ha ha!","Ха-ха-ха!"
"THBN008PT","Phantom","I see you down there!","Я тебе бачу-у-у!"
"THBN009PT","Phantom","Look out below!","Дивись під ноги!"
"THBN010PT","Phantom","Watch your step!","Слідкуй куди йдеш!"
"THBN011PT","Phantom","Break a leg!","Хтось зламає ногу!"
"THBN012PT","Phantom","Ha, just like Gloria's mother!","Ха, прям як мамця Ґлорії!"
"THBN013PT","Phantom","In theater, it's a long way to the bottom.","Театральні падіння зазвичай довгі."
"THBN014PT","Phantom","I warned you!","Я тебе попереджав!"
"THBO000PT","Phantom","How dare you violate the sanctuary of...","Як ти посмів пробратися в лігво..."
"THBO001PT","Phantom","THE PHANTOM!","ПРИМАРИ!"
"THBO002PT","Phantom","Stop, or your next step will be your last!","Стій, інакше твій наступний крок стане останнім!"
"THBO004PT","Phantom","Did you think the Phantom was lying?","Ти думав, що Примара бреше?"
"THBO005PT","Phantom","The Phantom is not messing around!","Примара тут не в ігри грає!"
"THBP000PT","Phantom","Ahhhhhh! Cruel sunlight!","А-а-а-а-а! Безжальне сонячне світло!"
"THBP001PT","Phantom","Anything but that!","Тільки не воно!"
"THBP002PT","Phantom","Treacherous child, you shall pay for angering... The Phan--","Віроломне дитя, ти ще заплатиш за непокоєння... Прима..."
"THBP003RA","Raz","Yeah, yeah. Whatever. Now just stay put so I can come punch and unmask you.","Та, та. Звісно. Тепер стій на місці, щоб я тобі вмазав і зняв маску."
"THBQ000RA","Raz","Hey!","Гей!"
"THBQ001RA","Raz","Guess she really doesn't want to see anyone right now.","Схоже, вона і правда не хоче нікого бачити."
"THBR000JA","Jasper","HA HA HA!","ХА-ХА-ХА!"
"THBR001JA","Jasper","HO HO HO!","ХО-ХО-ХО!"
"THBR002JA","Jasper","HEH HEH HEH!","ХЕ-ХЕ-ХЕ!"
"THBR003JA","Jasper","Your fighting is weak, uninspired, and flat as a pancake.","Боротьбу ти демонструєш слабку, ненатхненну і пласку мов млинець."
"THBR004JA","Jasper","Your moves are derivative and mechanical.","Постановка рухів виглядає вторинно та незграбно."
"THBR005JA","Jasper","Oh, your technique is bland, yet irritating.","Техніка вельми прісна й швидко встигає набриднути."
"THBR006JA","Jasper","Ho ho, sad!","Хо-хо, як сумно!"
"THBR007JA","Jasper","Tedious!","Нудно!"
"THBR008JA","Jasper","Not good enough!","Недостатньо добре!"
"THBR009JA","Jasper","A terrible fighter, not up to the task at hand!","Боєць просто ніякий, не відповідає рівню суперника!"
"THBR010JA","Jasper","Just plain bad!","Погано! Просто погано!"
"THBR011JA","Jasper","The crowd would have been disgusted, had they managed to stay awake!","Глядачі б жахнулися від побаченого, якби не заснули напівдороги!"
"THBR012JA","Jasper","Ahhhh! That light!","А-а-а-а! Це світло!"
"THBR013JA","Jasper","Gahhh!","А-а-ах!"
"THBR014JA","Jasper","Horrible, hot beam of ocular agony!","Роз'їдає мої очі промінь грізний, гарячий!"
"THBR015JA","Jasper","It's like my retinas are being fried in a pan!","Ніби сітківку кинули на сковорідку!"
"THBR016JA","Jasper","Why didn't I bring my sunglasses?","Треба було брати протисонцеві окуляри!"
"THBR017JA","Jasper","Ha! Not so fast!","Ха! Не так швидко!"
"THBR018JA","Jasper","You'll pay for that one, brat!","Ти за це заплатиш, паскудо!"
"THBR019JA","Jasper","Ow!","Ой!"
"THBR020JA","Jasper","You'll pay for that one, SPOTLIGHT!","Ти за це заплатиш, ПРОЖЕКТОРЕ!"
"THBR021JA","Jasper","Take that, wretched regurgitator of the sun!","Ось тобі, жалюгідна подоба на сонце!"
"THBR023JA","Jasper","Oh, another spotlight! I thought I got 'em all!","О, ще один прожектор! Я думав, що вже з усіма покінчив!"
"THBR024JA","Jasper","I'll give you what I gave your brother over there. Huh? How do you like that!?","Тебе чекає участь твого брата. Ха! Ну як тобі?!"
"THBR025JA","Jasper","Ahhhh! Oohhhh! (cough)","А-а-а-ах! О-о-ох-х! (кашляє)"
"THBR026JA","Jasper","What's the matter? Can't you take a little criticism?","Коли ж ти вгамуєшся? Невже так важко сприймати критику у свій бік?"
"THBR027JA","Jasper","Ooohhh ooohohohohhhh...","О-о-ох о-о-охо-о-ох-х..."
"THBS000BE","Becky","Hey, no time for shenanigans!","Гей, в нас нема часу на пустощі!"
"THBS001BE","Becky","Thanks, thanks. You're right. I should get a grip.","Дякую, дякую. Маєш рацію. Треба взяти себе в руки."
"THBS002BE","Becky","Yes, thanks.","Так, дякую."
"THBS003BE","Becky","Alright already! I'm calm! One more hit and you're a dead man!","Та добре, добре! Заспокоїлась я! Ще раз удариш і тобі кінець!"
"THBS004BE","Becky","Hey, I only let my Chiropractor do this. Do you have a license? ","Гей, тільки моєму хіропрактику таке можна. У тебе є ліцензія?"
"THBS005BE","Becky","Put me down!","Відпусти мене!"
"THBS006BE","Becky","Wait, why am I stressed out? I forget.","Заждіть, а чому я переживаю? Забула."
"THBS007BE","Becky","Huh.","Га."
"THBS008BE","Becky","Oh, must have been nothing.","Гадаю, то були якісь дрібниці."
"THBS009BE","Becky","Guess I can just relax and--","Краще розслаблюсь і..."
"THBS010BE","Becky","Oh my god. How long was I out? What did I miss? ","О Боже. Як довго я була у відключці? Що я пропустила?"
"THBS011BE","Becky","Oh, what a disaster!","Ох, це катастрофа!"
"THBS012BE","Becky","Hot flash! Hot flash! Must be another panic attack!","В жар кидає! Жар! Напевно чергова панічна атака!"
"THBS013BE","Becky","Keep cool Becky, keep cool. ","Охолонь, Бекі, охолонь."
"THBS014BE","Becky","Ahhhh...","А-а-а-ах..."
"THBS015BE","Becky","Hey, why don't you go make yourself useful and put that candle in one of the spotlights up there!","Може займешся чимось корисним і поставиш свічку в отой прожектор зверху?!"
"THBT000BT","Bonita","Hey, watch it or I'll call security!","Дивися мені, зараз охорону викличу!"
"THBT001BT","Bonita","My spirits are so low, they cannot be lifted. How sad is that?",""
"THBT002BT","Bonita","Huh? Where am I? What is that terrible crying noise?","Га? Де я? Що це за гидкий звук плачу?"
"THBT003BT","Bonita","Thanks kid, but the problem isn't that my fire has gone out.","Дякую, малий, але моя проблема в іншому. Я не вигоріла."
"THBT004BT","Bonita","The problem is I AM Gloria's fire, and I REFUSE to go out. On stage, that is.","Проблема в тому, що я і Є запал Ґлорії, і я ВІДМОВЛЯЮСЯ вигорати. І виходити на сцену теж."
"THBT005BT","Bonita","Ah ha! You found a candle! Excellent!",""
"THBT006BT","Bonita","Now go put that in one of the spotlights above the stage, and we might have a show on our hands.",""
"THBT007RA","Raz","Becky, can you hear me?","Бекі, ви мене чуєте?"
"THBT008BT","Bonita","Ahhhh! That's so loud.",""
"THBT009RA","Raz","Must be out of range.","Схоже, я задалеко."
"THBT010BT","Bonita","What? I can't hear anything now.",""
"THBU000JA","Jasper","Ha! Hahaha! Reinforced balcony! A must for any critic!","Ха! Ха-ха-ха! Укріплений балкон! Незамінна річ для будь-якого критика!"
"THBU001RA","Raz","Any fat critic.","Точніше, для товстого."
"THBU002JA","Jasper","Gosh! This play is fantastic!",""
"THBU003JA","Jasper","The sets, the acting, the songs, all top notch!",""
"THBU004JA","Jasper","All other theaters should be burned, all other actors shot, all other playwrights should have their fingers chopped off, for there is no need for any other theater, other than this fine play.",""
"THBU005JA","Jasper","Oh god. What am I saying? ",""
"THBU006JA","Jasper","I hope no one heard that.",""
"THBU007JA","Jasper","EEK! A candle! Get it away from me!",""
"THBU008JA","Jasper","Oh, sorry. I thought that it was lit.",""
"THBV000RA","Raz","Okay, stay right there. I'm going to come over and unmask you now.","Постій вже на місці. Зараз я підійду та зірву з тебе маску."
"THBV001PT","Phantom","I'm a little tea pot, short and stout.","Я маленький чайничок, низенький і товстий."
"THBV002PT","Phantom","Here is my handle. Here is my spout.","Ось і ручка, ось і носик, тільки подивись."
"THBV003PT","Phantom","Just kidding! I AM THE PHANTOM!","Жартую! Я Є ПРИМАРА!"
"THBV004PT","Phantom","Hey, where you going with that. You don't need that.","Ти куди це зібрався з нею? Вона тобі не треба."
"THBV005PT","Phantom","Why don't you just throw that down, before you burn yourself.","Кинь її, поки не обпік сам себе."
"THBW000JA","Jasper","I'll give you all good write-ups in the review if you KILL THAT KID WITH THE GOGGLES!","Я напишу вам повну захоплень рецензію, тільки ВБИЙТЕ ХЛОПА В ОКУЛЯРАХ!"
"THBW001JA","Jasper","Kill him! Get him!","Взяти його! І вбити!"
"THBW002JA","Jasper","Kill him before he gets over here.","Убийте його, поки він не підійшов ближче."
"THBX000RA","Raz","Sing, birdie!","Заспівай-но, пташко!"
"THBX001FF","Orange-Flower","La la la!","Ла-ла-ла!"
"THBX002FF","Orange-Flower","Ow! Ha ha ha! Tweet!","Ай! Ха-ха-ха! Цвірінь!"
"THBX003FF","Orange-Flower","Hey! Tweet! Let go!","Гей! Цвірінь! Пусти!"
"THBX004FF","Orange-Flower","Tweet tweet!","Цвірінь-цвірінь!"
"THBX005FF","Orange-Flower","Oh, god. What is a simple fish like me doing so high out of water?",""
"THBX006FF","Orange-Flower","Soon I will be dead from lack of water!",""
"THBX007FF","Orange-Flower","But I am still happy. Tweet!",""
"THBY000FT","Big-Thistle","Get bent.",""
"THBY001FT","Big-Thistle","Ow! Hey, I'm going to peck your eyes out!","Ой! Гей, я тобі очі випалю!"
"THBY002FT","Big-Thistle","Knock it off! You'll tangle my strings!",""
"THBY003FT","Big-Thistle","O I been on the sea for many a year...",""
"THBY004FT","Big-Thistle","And I've ate me some whale, and I drank me some beer.",""
"THBY005FT","Big-Thistle","I punched me a shark, and I tapped me a keg.",""
"THBY006FT","Big-Thistle","And I carved up me name on the captain's wood leg.",""
"THBY007FT","Big-Thistle","Ahhh! God I hope I die soon! This really, really hurts! Ow! Oh, man! It's so hot! Ow!",""
"THBY008RA","Raz","Nah, I couldn't hold a candle to that. Heh heh heh.",""
"THBZ000RA","Raz","Good boy!","Хороший хлопчик!"
"THBZ001HF","Yellow-Actor","Ruff! Ruff!","Гав! Гав!"
"THBZ002HF","Yellow-Actor","Ow! Too ruff!","Гаф! Краще б себе в руках тримав!"
"THBZ003HF","Yellow-Actor","Ruff! Yay! We're going for a ride! Ruff!","Гаф! Ура! Покатаємось! Гаф!"
"THBZ004HF","Yellow-Actor","Man, I hate that tail! Arrrrr!",""
"THBZ005HF","Yellow-Actor","Ow! Ow! Ow! On fire! Ruff! Ow! Ow! Hot!","Ай! Ай! Ай! Палаю! Гаф! Ай! Ай! Гаряче!"
"THCA000HT","Hound-Actor","You're dead, buddy!","Тобі гаплик, друже!"
"THCA001HT","Hound-Actor","Ow! ","Ой!"
"THCA002HT","Hound-Actor","Son of a--","Син ти..."
"THCA003HT","Hound-Actor","Grrrr! Grrr!","Гр-р-р! Гр-р!"
"THCA004HT","Hound-Actor","Ahh! I hate thistles and dogs! Kill all thistles and dogs!","А-а! Ненавиджу будяки та собак! Убити їх всіх!"
"THCA005HT","Hound-Actor","What the-?!  Holy! Crap! It's--ooh!--I get!--Ow!  Woo! Woo! Ow!  I hate this hot.","Що за?! От халепа! Як... ой! Все, я зрозумів! Ай! Гаф! Гаф! Ах! Нащо так гаряче?"
"THCB000RA","Raz","That Dragon looks pretty fierce. I wonder who can slay such a beast?","Який лютий дракон. Цікаво, хто ж може здолати такого звіра?"
"THCB001RA","Raz","Die! I slay thee with my mighty blast of PSI!","Згинь! Одолію се чудовисько могутнім пострілом ПСИ!"
"THCC000RA","Raz","Hey, what part are you playing!","Гей, а яку роль ти граєш?"
"THCC001SF","Pink-Flower","I am playing the part of Gloria Von Gouton, once famous star of stage and screen.","Я граю роль Ґлорії фон Ґутен, колись відомої зірки театру та кіно."
"THCC002SF","Pink-Flower","Ow! Ha ha! Watch it! Ha ha!","Ай! Ха-ха! Обачніше там! Ха-ха!"
"THCC003SF","Pink-Flower","Weee! Yay! Ha ha ha!","Ві-і-і! Ура! Ха-ха-ха!"
"THCC004SF","Pink-Flower","Oh no, I forgot my lines!","О ні, я забула свої слова!"
"THCC005SF","Pink-Flower","Becky's going to kill me!","Бекі мене приб'є!"
"THCC006SF","Pink-Flower","Concentrate. Focus.","Зосередься. Ну ж бо."
"THCC007SF","Pink-Flower","I am a happy flower. I am a happy flower.","Я — щаслива квітка. Я — щаслива квітка."
"THCC008SF","Pink-Flower","Ahhh. Much better.","А-ах. Вже краще."
"THCC009SF","Pink-Flower","Hot! Ow! Ha ha ha! I don't remember this part in the play! Ow! Ha ha!!","Гаряче! Ой! Ха-ха-ха! Не пам'ятаю, щоб таке було в сценарії! Ай! Ха-ха!!"
"THCD000ST","Small-Thistle","I am playing the part of young Gloria Von Gouton, sent away from home by her mother, and her shady manager. Can't you tell, jerk?","Я граю роль молодої Ґлорії фон Ґутен, яку її мама та сумнівний менеджер відправили далеко від дому. А по мені хіба не видно, дебіле?"
"THCD002ST","Small-Thistle","You'll never work in this town again, jerk!","У цьому місті ти більше не працюватимеш, гадино!"
"THCD003ST","Small-Thistle","Ahhhh!","А-а-ах!"
"THCD004ST","Small-Thistle","Ahhhh! I've always hated you guys!","А-а-ах-х! Завжди вас ненавидів!"
"THCD005ST","Small-Thistle","Ahhhh! This sucks! It's so hot! Man oh man! Ow! Ow! Ow! It's so hot!","А-а-ах! От срака! Як гаряче! Ой-йой! Ай! Ах! Палаю!"
"THCE000FF","Orange-Flower","I am playing the part of Gloria's washed up and embittered mother!","Я граю роль згаслої та озлобленої мати Ґлорії!"
"THCE004FF","Orange-Flower","I hope no one else notices!","Сподіваюсь, більше ніхто не помітить!"
"THCE005FF","Orange-Flower","Okay, just fake it. ","Добре, просто прикинуся."
"THCE006FF","Orange-Flower","Say something happy!","Скажи щось радісне!"
"THCE007FF","Orange-Flower","Oh, I am so happy and I've not forgotten my lines! La di da!","Ох, я так рада, що не забула свої слова! Ла-ді-да!"
"THCE008FF","Orange-Flower","Ahhh. Phew. Okay, I don't think anyone noticed. Thank you, improv class!","А-а-ах. Фух. Ну, наче ніхто не помітив. Уроки імпровізації не пройшли дарма!"
"THCE009FF","Orange-Flower","Hot! Ow! Ha ha ha! This costume isn't fire retardant! Ow! Ha ha!!","Гаряче! Ай! Ха-ха-ха! А костюм-то в мене не термостійкий! Ай! Ха-ха!!"
"THCF000FT","Big-Thistle","Duh, I'm one of Gloria's mean schoolmates, at Hagatha home. Or else I'm her mother. Wait what set am I on? Ah who cares?","Очі роззуй, я одна з грубих однокласниць Ґлорії, в школі Гаґати. А ще граю її мати. Зажди, який в нас сценарій? А, та кому не начхати!"
"THCF002FT","Big-Thistle","I will drop you like a sack of dirt, you try that again!","Я тебе викину як мішок землі, якщо повториш!"
"THCF004FT","Big-Thistle","Ahhhh! You guys have always been against me!","А-а-ах! Ви завжди були проти мене!"
"THCF005FT","Big-Thistle","Ahhhh!  It's so hot! Wow I am hating this! Wow! Ow!","А-а-ах-х! Як гаряче! Як же погано! Йой! Ой! "
"THCG000HF","Yellow-Actor","Well, I have a lot of walk on bits. Oh, and sometimes I do the mail boat guy. It's a small part, but my agent says this is going to be my year!","Ну, зазвичай я багато працюю ногами. А, ну й інколи відіграю поштаря на човні. Хоч це і маленька роль, але агент мені каже, що цей рік буде проривним!"
"THCG001HF","Yellow-Actor","Ow! Ha ha! Hey, careful there! Somebody could get hurt! Ha ha!","Ой! Ха-ха! Гей, обережніше там! Хтось може постраждати! Ха-ха!"
"THCG004HF","Yellow-Actor","This is why I don't get better parts!","Ось тому мені й не пропонують кращі ролі!"
"THCG005HF","Yellow-Actor","Man, what a terrible thing to say.","Йой, як грубо з мого боку."
"THCG006HF","Yellow-Actor","I have to be more positive!","Треба бути більш позитивним!"
"THCG007HF","Yellow-Actor","Oh that's right! I'm a happy flower!","Точно! Я — щаслива квітка!"
"THCG008HF","Yellow-Actor","Hot! Ow! Ha ha ha! I hope I don't die because then the theater would really be inconvenienced. Ow! Ha ha!!","Гаряче! Ой! Ха-ха! Сподіваюсь, я не помру, бо театр тоді добряче влипне. Ай! Ха-ха!!"
"THCH000HT","Hound-Actor","None of your business. Sometimes I'm Mean Schoolgirl Number 1. Sometimes I'm the Shady manager. Right now I'm just really irritated. With you.","Не твоя собача справа. Іноді я підла школярка №1. Іноді я сумнівний менеджер. Але зараз я просто роздратована. Через тебе."
"THCH002HT","Hound-Actor","Get off the stage!","Вали зі сцени!"
"THCH004HT","Hound-Actor","Ahhhh! I want better parts! You guys are all in my way!","А-а-а-ах-х! Я хочу кращі ролі! Чому ви всі мені заважаєте?!"
"THCH005HT","Hound-Actor","Ahhhh! Hot hot hot! Burning sensations! Pain! Aye aye aye! Wow! Ow!","А-а-ах-х! Гаряче, гаряче! Як же пече! Боляче! Ай-ай-ай! Ой! Ух!"
"THCO000SF","Pink-Flower","Oww!",""
"THCI000RA","Raz","I think Becky's not telling me the whole story. ","Здається, Бекі мені щось не договорює."
"THCI001RA","Raz","I should go give her a piece of my mind.","Треба її розпитати."
"THCJ000RA","Raz","Maybe I should come back later when he's not sleeping. He looks too mean to wake up.","Краще повернуся, коли він не спатиме. По ньому видно, що його зараз краще не турбувати."
"THCK000BT","Bonita","Hey! Careful!","Гей! Обережніше!"
"THCK001BT","Bonita","That was a gift from the prince of Romania!","Це був подарунок від принца Румунії!"
"THCK002BT","Bonita","The fans gave me that!","Це був гостинець від фанатів!"
"THCK003BT","Bonita","The President gave me that to keep me quiet about our affair!","Президент дав мені це, щоб я зберігала мовчання про наш роман!"
"THCK004BT","Bonita","Please, you're making a mess!","Прошу, ти влаштовуєш безлад!"
"THCK005BT","Bonita","I could have sold that online for a lot of money!","Я могла б це дорого продати в інтернеті!"
"THCK006BT","Bonita","Oh go ahead. I don't want any mementos of my failed career anyway!","Та, роби що хочеш. Мені все одно не потрібні зайві нагадування про мою провальну кар'єру!"
"THCL000RA","Raz","Jasper really did a number on this spotlight. I'm going to have to use another one.",""
"THCL001RA","Raz","Looks like it needs a candle to work.","Схоже, для роботи потрібна свічка."
"THCL002RA","Raz","Now... how can I light that candle?","Тепер... як же запалити цю свічку?"
"THCM000RA","Raz","Gloria must be in a good mood now.","Певно, Ґлорія зараз у гарному настрої."
"THCM001RA","Raz","Ooh, I'll bet Gloria is in a bad mood now","О-ой, схоже, у Ґлорії поганий настрій."
"THCN000BE","Becky","Hey there kid. What are you doing back here?","Агов, хлопче. Ти чого повернувся?"
"THCN001RA","Raz","Well, you know. It's always good to come back to the stage once in a while to make sure you still know how to act.","Ну, знаєте. Час від часу корисно повертатися на сцену, щоб тримати навички в тонусі."
"THCN002RA","Raz","So why isn't the big Bonita number playing?","А чому Боніта не виступає з грандіозним номером?"
"THCN003BE","Becky","Oh, Bonita's gone.","А, Боніта пішла."
"THCN004RA","Raz","What? Oh no...","Що? О ні..."
"THCN005BE","Becky","Oh, no no no, it's good. We had an amazing sixty week run, three sold-out performances a day, and now she's just on a quick vacation before taking the show on the road.","Ні, ні, ні, все гаразд. Ми провели дивовижні шістдесят тижнів, по три солд-аути на день, і тепер вона у невеличкій відпустці, відновлюється до наступного виїзду."
"THCN006BE","Becky","So the company and I are just practicing some of the old material to get ready for the tour.","Тому ми з компанією практикуємо старий матеріал, готуємось до туру."
"THCN007BE","Becky","Let me know if you want to run some lines or something!","Дай знати, якщо хочеш прогнати деякі сценарії!"
"THCN008RA","Raz","Okay!","Добре!"
"THCN009BE","Becky","La di, da da..","Ла-ді, да-да..."
"THCN010BE","Becky","Mmm mmm mmm...","М-м-м м-м-м м-м-м..."
"THCN011BE","Becky","Doo-do, doo do doooo...","Ду-до, ду-до-ду-у-у-у..."
"THCN012BE","Becky","Mmm mmm doo...","М-м-м м-м ду-у..."
"THCN013BE","Becky","La la, la de dum...","Ла-ла, ла-де-дум..."
"THZA000TO","System","Doing a great job, Becky!","Добре справляєтесь, Бекі!"
"THZA001TO","System","Where do I find a script?","Де мені знайти сценарій?"
"THZA002TO","System","They need you on stage right away for your big number!","Вас кличуть на сцену, на ваш грандіозний номер!"
"THZA003TO","System","So, are you ready for your big number?","Отже, ви готові до вашого грандіозного номера?"
"THZA004TO","System","Is there any way I can get you to take the stage?","Що мені зробити, щоб ви вийшли на сцену?"
"THZA005TO","System","Now you see, that performance is exactly why we need to practice.","Бачите, той виступ був черговим доказом, як важливо репетирувати."
"THZA006TO","System","The show must go on!","Шоу має продовжуватись!"
"THZA007TO","System","Hey, why do you have to be so hard on Bonita?","Чому ви так жорстокі з Бонітою?"
"THZA008TO","System","Alright, later, you old gas bag.","Бувай, старий пердуне."
"THZA009TO","System","Becky, can we see the ""Knight of Joy"" again?","Бекі, можемо знову продивитись «Лицаря щастя»?"
"THZA010TO","System","""The Day the Mail Boat Finally Came"" needs another run-through, I think.","Думаю, «День, коли прибув поштовий човен» треба прогнати ще раз."
"THZA011TO","System","Let's do ""Goodbye Hagatha Home"" once more, okay?","Поставимо «Прощавай, Гаґатів дім» ще разок, добре?"
"THZA012TO","System","I haven't seen any plays. How do I see a play?","Я не бачив жодних п'єс. Як мені їх організувати?"
"THZA013TO","System","You're not scared of that Phantom are you?","Ви ж не боїтеся Примару, так?"
"THZA014TO","System","So, you're not going out on stage?","Тож, ви не вийдете на сцену?"
"THZA015TO","System","So, who's that crying?","А хто плаче?"
"THZA016TO","System","I'll leave you alone now.","Залишу вас наодинці. "
"THZA017TO","System","Bonita's just trying to lighten things up around here!","Боніта тут — єдиний промінь світла в темряві!"
"THZA018TO","System","If you can't say something nice, don't say anything at all.","Якщо не можете сказати щось приємне, то краще вже помовчіть."
"THZA019TO","System","If you hate the show so much, why don't you just leave?","Якщо ці вистави настільки нестерпні, то чому ви просто не підете?"
"THZA021TO","System","{AButton}Jump in",""
"THZA022TO","System","{BButton}Come back later","{BButton}Повернутися пізніше"
"THZF000TO","System","Punch switch to change moods.","Ударте, щоб перемкнути настрій."
"THZZ000TO","System","HAGATHA HOME FOR GIRLS","ШКОЛА ДЛЯ ДІВЧАТ ГАҐАТИ"
"THZZ001TO","System","Mother. Suicide.","Мати. Суїцид."
"THZZ002TO","System","Foul!",""
"THZZ003TO","System","Vulgar!",""
"THZZ004TO","System","Awkward!",""
"THZZ006TO","System","Strained!",""
"THZZ007TO","System","Tired!",""
"THZZ008TO","System","Witless!",""
"THZZ009TO","System","Shallow!",""
"THZZ010TO","System","Stale!",""
"THZZ011TO","System","Crude!",""
