"Identifier","Context","Source string","Translation"
"CAQV002RA","Raz","Aren't you guys going to Coach Oleander's class?","Ви ж ідете на урок тренера Олеандра?"
"CAQV003PH","Phoebe","Are you kidding? A kid got killed in that class last year.","Ти жартуєш? На ньому минулого року загинула дитина."
"CAQV004QU","Quentin","I heard it was a bunch of kids, Phoebe.","Чув, що навіть не одна, Фібі."
"CAQV005PH","Phoebe","Well, I heard it was a bunch of blind kids, and the Coach threw 'em off a cliff.","Наче це була купка сліпих дітей, і тренер скинув їх зі скелі."
"CAQV006QU","Quentin","Yeah... because they were late for class.","Ага... всього лиш через те, що вони запізнилися на урок."
"CAQV007PH","Phoebe","You'd better hurry, kid! Now, where were we, Quentin?","Краще поквапся, хлопче! Тож, на чому ми там зупинилися, Квентіне?"
"CAQX014FO","Ford","Hey! No playin' hooky on my watch!  Ehhh.",""
"CAQX015FO","Ford","Class is the other way! Now git!",""
"CAQY002RA","Raz","Boyfriend? *Boyfriend?*",""
"CAQZ004DO","Dogen","Owwwwww.","А-а-а-ай-й-й."
"CAQZ005JT","J.T.","Ugh!","Ах!"
"CAQZ006CP","Chops","Oof!","Уф!"
"CAQZ007EL","Elka","Yow!","Ой!"
"CALF010SA","Sasha","I had no idea you were at such a remedial level.","Я й гадки не мав, що ти настільки відстаєш від програми."
"CALF011RA","Raz","Hey!","Гей!"
"CALF012SA","Sasha","Lucky for you, we have one of the world's foremost levitators on staff.","Але тобі пощастило, що серед нашого персоналу є одна з найкращих левітаторок світу."
"CALF013RA","Raz","Agent Milla Vodello, the Mental Minx!","Агентка Мілла Воделло, ментальна милосердниця!"
"CALF014SA","Sasha","Precisely. You'll need this Oarsman's Badge to reach her at the docks.","Саме так. Тобі знадобиться нашивка весляра, щоб дістатися її на пристані."
"CALF015SA","Sasha","I'll try to determine where this interference is coming from.","Я поки спробую визначити, звідки йде втручання."
"CALF016SA","Sasha","Return when you've earned your Levitation Merit Badge.","Повертайся, коли заслужиш нашивку левітації."
"CALF018RA","Raz","But I have to climb that creepy tower and save Dogen from an insane dentist!","Але ж мені треба піднятися на ту вежу й врятувати Доґена від шаленого стоматолога!"
"CALF019SA","Sasha","Patience Razputin. Go see Milla at the docks and perhaps we will get to the top of that tower... and the bottom of your nightmare.","Терпіння, Разпутіне. Сходи до Мілли й ти зможеш дістатися вершини тієї вежі... на дні свого нічного жаху."
"CACM140PH","Phoebe","Dude, you're grossing me out.",""
"CAMX030CO","Coach","Ughhh.",""
"CAMX026CO","Coach","Uhhh.  Step away, soldier.",""
"CAMX027CO","Coach","Back off, soldier!",""
"CAMX028CO","Coach","Leave me alone, Private!",""
"CAMX029CO","Coach","Get out of my face, soldier!",""
"CAMX032CO","Coach","Hhhuuuhhh.",""
"CAMX033CO","Coach","Will you shut up!",""
"CACE096PH","Phoebe","(Sigh) Dude.","(зітхає) Чуваче."
"CABY047QU","Quentin","No way, you're the best.  That was good.","Та не верзи, ти найкраща. Добре вийшло."
"CAAW000DO","Dogen","I'm telling you for the last time, no!","Кажу вам востаннє, ні!"
"CAAW001DO","Dogen","I would never do that. I could never...","Я б ніколи так не вчинив. Я б ніколи не..."
"CAAW002DO","Dogen","...KILL EVERYONE.","ПОВБИВАВ УСІХ."
"CAAW003DO","Dogen","Oh... hi Raz!","О... привіт, Разе!"
"CAAW004RA","Raz","Squirrel trouble?","Білки докучають?"
"CAAW005DO","Dogen","They're liars is all. Whatever they tell you, it's a lie.","Вони всі — брехуни. Усе, що вони кажуть — брехня."
"CAAW006RA","Raz","I'll take your word for it.","Вірю на слово."
"CAAW007RA","Raz","You going to class?","Ідеш на урок?"
"CAAW008DO","Dogen","Yeah, I'll meet you up there. As soon as I get these guys to shut up!","Так, я тебе дожену. Як тільки заткну їх!"
"CAAY000RA","Raz","Hey, why aren't you guys in Coach Oleander's class?","До речі, а чого це ви не на уроці тренера Олеандра?"
"CACP000LI","Lili","Why don't you take a picture. It'll last longer.","Може краще сфотографуєш? Буде легше передивлятися."
"CACP001RA","Raz","Whoops. Sorry.","Упс. Вибач."
"CACQ000RA","Raz","Hey, where you going, Maloof?","Гей, куди це ти, Малуфе?"
"CACQ001MF","Maloof","Shhhh! I snuck out. That class is a death trap for crazy people!","Тс-с-с! Я втік. Той урок — це пастка для божевільних!"
"CACQ002MF","Maloof","Listen, the Coach is strong. At the start of class he pulls you into his mind, and then there's nothing you can do about it.","Слухай, не слід недооцінювати тренера. Бо на початку уроку він затягує тебе у свій розум, хочеш ти цього чи ні."
"CACQ003MF","Maloof","But once you're in, you can use these Smelling Salts to sneak out.","Але з розуму можна втекти за допомогою нюхальної солі."
"CACQ004MF","Maloof","Take mine. I don't need them anymore. I'm calling my parents to come get me, before I get hurt.","Бери мою. Вона мені вже не знадобиться. Я телефоную батькам, щоб забрали мене звідси, поки не пізно."
"CACQ005BZ","Bobby","Too late!","Вже якраз пізно!"
"CACQ006MF","Maloof","Bobby! Ahh!","Боббі! А-а-а!"
"CACQ007BZ","Bobby","Hey, kid. You owe me five arrowheads for this week's protection service. ","Малий, ти винен мені п'ять наконечників за те, що я прикривав тебе. "
"CACQ008BN","Benny","Cough it up, Ma-loser, or you'll be coughing up bloody tears.","Плати, Ма-лузер, а інакше поплатишся власною кров'ю."
"CACQ009RA","Raz","Hey, leave him alone.","Гей, облиш вже його."
"CACQ010BZ","Bobby","I heard a rumor that you were raised in the circus. Well, let me put this in terms you'll understand. I'm the Strong Man around here.","Мені тут донесли, що ти виріс у цирку. Тому поясню твоєю мовою. Важковаговик тут я."
"CACQ011RA","Raz","Really? Because you look more like the cotton candy.","Справді? Бо в тебе голова мов цукрова вата."
"CACQ012BZ","Bobby","(Gasp!)","(здивування)"
"CACQ013BZ","Bobby","Benny, put this kid's death on my to-do list.","Бенні, запиши в мій список справ, що його треба грохнути."
"CACQ014BN","Benny","Come on, we'll see him in class.","Та ми ж з ним перетнемося на уроці."
"CACQ015BZ","Bobby","Yeah, we'll settle this on the battlefield.","Ага. Усе вирішиться на полі бою."
"CACR000FO","Ford","Nuh-uh! ","Нє-а!"
"CACR001FO","Ford","I told you!","Я ж сказав!"
"CACR002FO","Ford","The rest of camp is off limits, until you have a Basic Braining Merit Badge.","До решти табору не можна, поки в тебе нема нашивки «мозкового штурму»."
"CACS000RA","Raz","You know where this button is from, Coach?","Ви часом не знаєте, звідки цей ґудзик, тренере?"
"CACS001CO","Coach","Hey, you stole a button from the Geodesic Psychoisolation Chamber! ","Гей, ти вкрав його з геодезичної психоізоляційної камери!"
"CACS002RA","Raz","No, I didn't! I--Bobby Zilch gave it to me.","Ні, це не так! Я... Боббі Зілч мені його дав."
"CACS003CO","Coach","Shoulda known. That kid spends more time in the cooler than in school.  ","Так і знав. Він в ізоляторі сидить більше, ніж на уроках.  "
"CACS004CO","Coach","Reminds me of myself when I was his age.","Я в його віці теж такий був."
"CACS005CO","Coach","Well, go put it back!","Хай там як, поверни її на місце!"
"CADY000RA","Raz","Find 'em yet?",""
"CACS007RA","Raz","Hey, Coach. Where IS the G--","Гей, тренере. А де ця гео..."
"CACS008CO","Coach","Don't you know how to use your map?","На мапу дивитись не пробував?"
"CACS009RA","Raz","Right! Yes! Sorry!","Точно! Так! Вибачте!"
"CAZE003TO","System","Press {JournalButton} to access JOURNAL and MAP.","МАПУ можна знайти в ЖУРНАЛІ, натиснувши {JournalButton}"
"CACS011RA","Raz","Hey, if you have one of these buttons too, we could play tiddlywinks.","Гей, якщо у вас знайдеться ще один ґудзик, ми могли б зіграти в «блошки»."
"CACS012CO","Coach","If I had one of those buttons, I could kill you with it in six seconds.","Якби в мене був такий ґудзик, я б убив тебе ним протягом шести секунд."
"CACT000VE","Vernon","I'm hunting the most dangerous prey of all. ",""
"CACT001VE","Vernon","MAN.",""
"CACU000RA","Raz","This button look familiar to you?",""
"CACU001VE","Vernon","Oh, man. That's from the Geodesic Psychoisolation Chamber. That reminds me of this time I was stuck in there for three days straight. The first ten minutes weren't bad, but then the second five were pretty scary. I was delirious for the three after that. And then--",""
"CACU002RA","Raz","Hey, I think I see Elka over there!",""
"CACU003VE","Vernon","Where?",""
"CACV000RA","Raz","I think this button is a clue to the location of Sasha Nein's secret lab.","Думаю, цей ґудзик є підказкою до розташування секретної лабораторії Саші Найна."
"CACV001NI","Nils","Really? Hang on. I'll use my power of Clairvoyance on it to see if he's got any ladies in there.","Справді? Стривай, я застосую на нього яснобачення й подивлюсь, чи є в там десь дівчата."
"CACV002NI","Nils","Nope. Just Maloof. And he's crying. I've heard that's what happens to kids who go for Sasha's advanced training too early.","Нє-а. Лише Малуф. І він плаче. Чув, що таке нерідко трапляється з дітьми, які зарано йдуть на тренування Саші."
"CACX000RA","Raz","Hey, Dogen! I got a secret for you.","Гей, Доґене! Хочеш, розповім секрет?"
"CACX001RA","Raz","(...whisper-whisper...)","(шепотіння...)"
"CACX002RA","Raz","...Nils...","Нільс..."
"CACX004EL","Elka","Hey, not fair! Whispering is so rude!","Гей, так не чесно! Неввічливо шепотіти!"
"CACX005EL","Elka","What did he tell you, Dogen?","Що він тобі там наплів, Доґене?"
"CACY000RA","Raz","Hey, look at this button I found on Nils' bunk.",""
"CACY001RA","Raz","It looks like it came off a girl's dress.",""
"CACY003EL","Elka","I don't care.",""
"CACY004RA","Raz","Looks like it was just torn off by force!",""
"CACY005RA","Raz","It's got little teeth marks on it!",""
"CACY006EL","Elka","GET THAT THING OUT OF MY FACE BEFORE I SHOVE IT IN YOUR EYE SOCKET AND SEW IT TO YOUR BRAIN!",""
"CACY007DO","Dogen","Nils kisses girls on the mouth and likes it.",""
"CACY008EL","Elka","Why don't you just take off your hat and kill me, Dogen?",""
"CACY009DO","Dogen","I dunno.",""
"CACZ000RA","Raz","But I need to get to Sasha Nein's secret lab!",""
"CADA000RA","Raz","Where'd you get your clothes? Because my sister, she's kind of fat and she has so much trouble finding good stuff.",""
"CADA001KI","Kitty","WHAT?",""
"CADA002RA","Raz","I said, do you know where Sasha's secret lab is?",""
"CADA003FA","Franke","Why don't you go talk to someone who likes you, and leave us alone?",""
"CADB000RA","Raz","Hey, look. I got a button. Can I join your little craft club?",""
"CADB001FA","Franke","Hey, look. I got an ugly face. Can I join your ugly club?",""
"CADB002KI","Kitty","Uh, Franke. Let me handle the insults, okay?",""
"CADB003KI","Kitty","Hey, look! My Dad's poor and I was raised in the circus. Can I join the Psychonauts?",""
"CADB005FA","Franke","Dang, Kitty. You're the best!",""
"CADB006RA","Raz","Hey, look. I got a button. Everybody says you guys suck.",""
"CADC000RA","Raz","Hey, I got this button from Sasha Nein, and I have to give it back. Do you know where his secret lab is?","Гей, цей ґудзик дав мені Саша Найн, але я маю його повернути. Не знаєш, де його секретна лабораторія?"
"CADC001MH","Mikhail","Do not know. Why not ask foxy girlfriend over there?","Без поняття. Може спитаєш свою єхидну дівчину?"
"CADC002RA","Raz","Again with the girlfriend thing. Listen--","Та чому одразу «свою»? Слухай..."
"CADC003MH","Mikhail","Hey, just kidding. Mikhail know women good for only one thing!","Жартую. Міхаїл знає, що жінки годяться лише для одного!"
"CADC004MH","Mikhail","WRESTLING. ","РЕСЛІНГУ. "
"CADC005MH","Mikhail","Unless have skinny arms like your girlfriend. Then out of luck.","Але якщо в них такі худорляві руки, як у твоєї, тоді не пощастило."
"CADD000RA","Raz","Hey, who is that?","Гей, хто там?"
"CADD001MF","Maloof","Raz is that you? It's me! Maloof!","Разе, це ти? Це я! Малуф!"
"CADD002RA","Raz","Hang on, buddy. Give me a sec to pop this tin can.","Тримайся, друже. Зараз я відкрию цю бляшанку."
"CADD003MF","Maloof","Thanks! I thought I was going to have to eat my own arm.","Дякую! Я думав, що мені доведеться відгризти собі руку."
"CADD004RA","Raz","Okay, this is dumb. There's no way I can break open that big, steel hut with this little button.","Ні, якась дурня. Я ні за що не зламаю цей сталевий купол малесеньким ґудзиком."
"CADE000RA","Raz","Hey, Lili. Do you know where Sasha Nein's secret lab is? ","Гей, Лілі. Не знаєш часом, де секретна лабораторія Саші Найна? "
"CADE001LI","Lili","Secret? It's printed on your map, duh!","У сенсі секретна? Вона ж відмічена на мапі!"
"CADE002RA","Raz","Oh, I knew that. I was just curious if YOU knew where Sasha Nein's lab was.","Ох, ну я це і так знав. Я просто перевіряв, чи знаєш ТИ, де його лабораторія."
"CADE003RA","Raz","Because I do.","Бо я от знаю."
"CADE004LI","Lili","Uh-huh.","Ага."
"CAZE004TO","System","Press {JournalButton} to view JOURNAL and MAP.",""
"CADE006RA","Raz","Want to measure my wrist? Just in case.","Хочеш поміряти мій зап'ясток? Про всяк випадок."
"CADE007LI","Lili","Mm, no.","М-м, ні."
"CADF000RA","Raz","Hey, if you were going to make a friendship bracelet, you could maybe use this button here.","Слухай, якби ти захотіла зробити браслет дружби, ти б могла пришити цей ґудзик."
"CADF001LI","Lili","Why? So you could unbutton it and take it off when you got tired of being friends with me? ","Навіщо? Щоб ти міг відірвати його, коли тобі набридне зі мною дружити? "
"CADF002RA","Raz","Who said you were making it for me?","А хто казав, що браслет для мене?"
"CADF003LI","Lili","Uhhh--","Е-е-е..."
"CADF004LI","Lili","You know, if you were going to shut up, you could use that button on your lip. How about that?","Знаєш, якщо колись надумаєш замовкнути, можеш зашити собі рот цим ґудзиком. Як тобі таке?"
"CADF005RA","Raz","Jeez.","Боже."
"CADG000CM","Clem","Ah ha ha!",""
"CADG001CF","Crystal","Ow ha ah!",""
"CADG002CM","Clem","Look who's still punching!",""
"CADG003RA","Raz","Oh god. What have I done?",""
"CADH000RA","Raz","Hey! I'll bet you can't write a cheer about this red button.",""
"CADH001CM","Clem","Wanna bet? ",""
"CADH002CF","Crystal","You're on!",""
"CADH003CM","Clem","Red button is the best!",""
"CADH004CF","Crystal","It fastens up my vest!",""
"CADH005CM","Clem","If it breaks like the rest,",""
"CADH006CF","Crystal","The boys will see my chest!",""
"CADI000JT","J.T.","Hey, you're that new kid, ain't ya?","Гей, ось і наш новоспечений кадет."
"CADI001RA","Raz","Well, I'm doing some advanced training right now as a matter of fact, so I don't think ""New Kid"" is really a name that you want to get too used to saying.","Ну, я вже перейшов до тренувань просунутого рівня, тому не думаю, що вам варто звикати до терміну «новоспечений»."
"CADI002CP","Chops","Hold on there. You're not doing Sasha Nein's advanced training that he does in his secret, underground lab are you?","Притримай коней. Тільки не кажи, що ти йдеш на додаткові заняття Саші Найна, які він проводить у своїй секретній підземній лабораторії."
"CADI003CP","Chops","Hidden deep within the iron walls of the GPC where no one can hear you screaming?","Захованій глибоко за залізними стінами ГПК, де ніхто не почує твої крики?"
"CADI004RA","Raz","Why, yes I am.","Так, саме в ній."
"CADI005JT","J.T.","Sakes alive!","Хай Бог милує!"
"CADI006CP","Chops","Well, nice knowing you.","Що ж, раді знайомству."
"CADJ000RA","Raz","Hey, I brought you a new guitar pick. Look.",""
"CADJ001JT","J.T.","Aw, quit foolin'. That's just a button you took from the GPC across the creek.",""
"CADJ002CP","Chops","Probably radioactive.",""
"CADJ003JT","J.T.","Dang! Git that outta here!",""
"CADL000RA","Raz","Hey, look, Chloe. I found a tiny, red space ship.",""
"CADL001CH","Chloe","Nice fake Trynaxian Cruiser, Raz. But if you'd done even the most basic research, you'd know that real Trynaxian Cruisers have SIX viewports on top, not four.",""
"CADL002RA","Raz","Well I guess you just haven't seen THIS YEAR'S Trynaxian Cruiser then.",""
"CADL003CH","Chloe","The Trynaxian galaxy exploded 400 years ago.",""
"CADL004RA","Raz","Oh my god. This must be really valuable then. ",""
"CADN000BZ","Bobby","HEY!",""
"CADN001BN","Benny","Ay!",""
"CADP000RA","Raz","Hey, check out this weird button!","Гей, погляньте, який дивний ґудзик!"
"CADP001BZ","Bobby","Gah! No! Don't put me back in there! Please! I'll be good!","А-а! Ні! Я більше не хочу туди! Будь ласка! Я виправлюсь!"
"CADP002BN","Benny","Hey, boss! Boss! What's wrong?","Гей, босе! Босе! Що не так?"
"CADP003BZ","Bobby","Uh, nothing. It's just, that button reminds me of a bad place. That's all. ","Е-е, нічого. Просто мені цей ґудзик нагадав про одне кепське місце. От і все. "
"CADP004BN","Benny","You heard the man. Get that button outta here!","Чув його? Прибери до біса цей ґудзик!"
"CADQ000PH","Phoebe","Why I oughtta...","Та я тебе зараз..."
"CADQ001QU","Quentin","Simmer down there, Phoebe. You promised Milla you wouldn't burn any more kids.","Охолонь, Фібі. Ти пообіцяла Міллі, що більше не спалиш жодну дитину."
"CADQ002PH","Phoebe","Grr. Okay.","Гр-р. Нехай."
"CADR000RA","Raz","Hey, just pretend this is a lighter.","Е-е, уявіть, що це запальничка."
"CADR001RA","Raz","It's red. ","Червоний, як вогонь. "
"CADR002RA","Raz","Pretty inspiring, eh?","Глибоко, чи не так?"
"CADT000RA","Raz","This mean anything to you?",""
"CADT001FO","Ford","Ah yes. ",""
"CADT002RA","Raz","So...?",""
"CADT003FO","Ford","So? Sew red buttons on your underwear!",""
"CADT004RA","Raz","What does that mean? How will that help me find Sasha's lab?",""
"CADT005FO","Ford","How the heck do I know? It's just one of those things us old people like to say!",""
"CADU000RA","Raz","What can I buy with this button?","Що можна купити за цей ґудзик?"
"CADU001FO","Ford","We only take arrowheads here, kid. ","Ми приймаємо тільки наконечники, хлопче. "
"CADU002FO","Ford","100% pure Psitanium arrowheads. Squeezed from the ground like magical pimples popped out of Mother Earth's own back.","Наконечники з чистого пситанію. Видавлені з ґрунту немов магічні прищі зі спини самої Матінки-Землі."
"CADU003RA","Raz","Ew.","Фу."
"CADV000RA","Raz","Okay, here's my Oarsman's Badge.",""
"CADV001FO","Ford","I'm not THAT blind, you little rat. Now beat it until you get the real thing.",""
"CADW000RA","Raz","Looks like you got that little patch of dirt pretty well raked.",""
"CADW001FO","Ford","Shush! I'm lookin' for my contact lens!",""
"CADX000RA","Raz","Hey, do you know where this button belongs?",""
"CADX001FO","Ford","I know where it DOESN'T belong. It doesn't belong HERE in these off-limit woods! Just like you. Now g--",""
"CADX002FO","Ford","Oh. Wait. That's from the GPC. It DOES belong down here in these off-limit woods. Hmmm.",""
"CADX003FO","Ford","But you don't! So git!",""
"CADY001VE","Vernon","Well, I tracked Dogen into the forest, but his footprints just... disappeared.",""
"CADY002RA","Raz","Really?",""
"CADY003VE","Vernon","Yeah, and I tried to tag Elka, but she punched me.",""
"CADY004VE","Vernon","I saw Milka run into this cave, so all I have to do now is wait.",""
"CADY005RA","Raz","Why don't you just run in there?",""
"CADY006VE","Vernon","Never follow a snake into its hole, Raz. That is the code of the mongoose. The code of the hunter.",""
"CADY007RA","Raz","How's it going Mongoose?",""
"CADY008VE","Vernon","Everything is falling into place. We're moving into the endgame.",""
"CADZ000RA","Raz","Dogen!",""
"CADZ001RA","Raz","Yeah, good idea. You rest here while I find your brains!",""
"CAEA000RA","Raz","Hey, I didn't know you guys were friends.",""
"CAEA001MH","Mikhail","Small Maloof and I have arrangement.",""
"CAEA002MH","Mikhail","Instead of beating up bears, I get to beat up anyone who picks on Maloof.",""
"CAEA003RA","Raz","What?",""
"CAEA004MH","Mikhail","Unbelievable, no? And he's not even charging me.",""
"CAEA005MF","Maloof","A lot of things are going to change around here, Razputin.",""
"CAEA006MF","Maloof","A power shift. Some big figures will be going down. Some new stars rising. ",""
"CAEA007MF","Maloof","For the meek, justice. For the abusers of power, wedgies and Indian burns.",""
"CAEA008MF","Maloof","Choose your sides wisely.",""
"CAEB000RA","Raz","Gah!",""
"CAEB001MH","Mikhail","No one touch Maloof any more!",""
"CAEB002MF","Maloof","Mmm.",""
"CAEB003MF","Maloof","Let him go, Mikhail. He did me a favor once.",""
"CAEB004MF","Maloof","For that, he gets a one-day free ride.",""
"CAEB005MH","Mikhail","You're lucky the boss is generous today.",""
"CAEB006RA","Raz","Oof. Thanks.",""
"CAEC000RA","Raz","(Gasp.)","(зойкає)"
"CAEC001RA","Raz","There she is!","Ось і вона!"
"CAEC002MI","Milla","And there you are, darling!","Ось і ти, серденько!"
"CAEC003MI","Milla","Don't worry, I got in contact with your father, and he's going to be here tomorrow to pick you up!","Не переймайся, я вже зв'язалася з твоїм татом. Уже завтра він приїде та забере тебе!"
"CAEC004RA","Raz","My... father?","Моїм... татом?"
"CAEC005MI","Milla","Ooh, got to go! The race is starting!","О-ох, ну все, я побігла! Перегони починаються!"
"CAED000JT","J.T.","Care to give it a try?",""
"CAED001RA","Raz","Okay...",""
"CAEE000BZ","Bobby","What the?",""
"CAEE001RA","Raz","Don't make me go get my fish friend again.",""
"CAEE002BZ","Bobby","Pfff! I ain't afraid of no Lungfish. Come on and get me, stupid Lungfish.",""
"CAEE003BZ","Bobby","Oooh! Look at me! I can breathe!",""
"CAEE004BZ","Bobby","Big deal! So can I!",""
"CAEG000MI","Milla","Don't be a stranger, darling.","Рада зустрічі, серденько."
"CAEG001RA","Raz","Thank you, Agent Vodello. ","Дякую, агентко Воделло. "
"CAEG002RA","Raz","Now it's back to the lab to save Dogen.","Я в лабораторію, рятувати Доґена."
"CAEG003MI","Milla","Dogen's not in the lab, sweetie. He's watching TV in the lodge with the other children.","Доґен не в лабораторії, милий. Він дивиться телевізор у хижі разом з іншими."
"CAEG004RA","Raz","I meant the dream Dogen from my Brain Tumbler vision. If I can find out what's happening to him, maybe that would give me a clue about who stole real Dogen's brain.","Я мав на увазі Доґена з мого мозкотумблерного сну. Якщо з'ясую, що з ним трапилося, це може дати мені підказку, хто вкрав мозок справжнього Доґена."
"CAEG005MI","Milla","Oh, I'm afraid he's just like that.","Ох, боюсь, він завжди таким був."
"CAEH000RA","Raz","Excuse me, Agent Vodello?","Перепрошую, агентко Воделло?"
"CAEH001MI","Milla","Hello, darling. Are you back for another dance?","Привіт, серденько. Прийшов на черговий танець?"
"CAEI000RA","Raz","That's weird. Those guys just left all their stuff out here. Wonder what happened to them. ",""
"CAEL000RA","Raz","What are you guys doing up here?",""
"CAEL001CF","Crystal","Oh, heyyyyyy Raz!",""
"CAEL002CM","Clem","Didn't see you there!",""
"CAEL003CF","Crystal","We're just looking at the sunset!",""
"CAEL004CM","Clem","(Shh! Just wait until he leaves.)",""
"CAEL005RA","Raz","It is a nice sunset, isn't it?",""
"CAEM000RA","Raz","Hey, Bobby. Wasn't that great when I beat you in that Levitation race?",""
"CAEM001RA","Raz","Hey, Bobby. Someone's stealing kids' brains!",""
"CAEM002BZ","Bobby","Well in that case, you've got nothing to worry about.",""
"CAEM003BZ","Bobby","Ah-ha-ha-ha!",""
"CAEM004RA","Raz","Good one.",""
"CAEM005BZ","Bobby","BECAUSE YOU GOT NO BRAINS!",""
"CAEM006RA","Raz","Yeah.",""
"CAEM007RA","Raz","Hey, Bobby--",""
"CAEM008BZ","Bobby","Ah ha ha ha! No brains! Ha ha ha!",""
"CAEM009RA","Raz","(Sigh.)",""
"CAEN000RA","Raz","Whoa, uh, Elton. I hope you're not waiting for me.","Йой, е-е, Елтоне. Сподіваюсь, ти мене не вичікував тут."
"CAEN001RA","Raz","Oh, jeez. Sorry. Carry on, Sailor.","Ой, боже. Вибачте. Не відволікатиму, моряче."
"CAEO000RA","Raz","Admiral Cruller... ",""
"CAEO001RA","Raz","That canoe... are you...",""
"CAEO002RA","Raz","...in love with it?",""
"CAEO003FO","Ford","What? No! I'm just checking it for psychic residue!",""
"CAEO004FO","Ford","Some kind of fish has been tearing holes in our canoes, and I'm trying to pick up its scent.",""
"CAEO005FO","Ford","(Ahh, don't worry now, baby. Nobody's ever going to hurt you again, I promise.)",""
"CAEP000VE","Vernon","Wow. What an amazing story. ",""
"CAEP001VE","Vernon","I mean, that is a really, REALLY good story. And you know what the best part is?  ",""
"CAEP002VE","Vernon","I'm in it!",""
"CAEP003VE","Vernon","I'd better go write that whole thing down before we all get killed!",""
"CAEQ000VE","Vernon","Hey, when Franke gets re-brained, tell her I'm okay, and our date's still on, okay?",""
"CAEQ001VE","Vernon","I don't want her to worry.",""
"CAER000NI","Nils","That is some crazy stuff, guys. I'm kind of glad I was out for most of it.",""
"CAER001NI","Nils","Well, with the world ending and everything, I should probably go see what girls want to make out one last time.",""
"CAES000RA","Raz","Wow, I never thought YOU two would get back together.",""
"CAES001EL","Elka","I know! Isn't it just too romantic?",""
"CAES002EL","Elka","I just hope James won't be too crushed.",""
"CAES003NI","Nils","Shh. You promised--no talking.",""
"CAES004NI","Nils","Kinda busy.",""
"CAET000EL","Elka","Oh my god!",""
"CAET001RA","Raz","I know!",""
"CAET002EL","Elka","I mean, OH  MY GOD!",""
"CAET004EL","Elka","NILS!!!",""
"CAEU000RA","Raz","Um, he's still in the... uh... oh never mind.",""
"CAEV000DO","Dogen","...and so I'm really sorry for not believing you.",""
"CAEV001DO","Dogen","...right, yeah--that too. I should really not have blown so many of you up. I just get so confused sometimes.",""
"CAEW000MP","Milka","Is Elton okay?",""
"CAEW001RA","Raz","Yeah, he's waiting for you down by the docks.",""
"CAEW002MP","Milka","Gotcha.",""
"CAEW003RA","Raz","Hey, do you want to help us save the--",""
"CAEW004RA","Raz","Typical.",""
"CAEX000RA","Raz","Well, he'll be fully brained soon, I promise.",""
"CAEX001MP","Milka","When he comes out, tell him I'm waiting for him down by the docks, okay?",""
"CAEY000EF","Elton","Is Milka okay?",""
"CAEY001RA","Raz","Yeah, she's waiting for you down by the docks.",""
"CAEY003RA","Raz","Is making out all anyone thinks about in this place?",""
"CAEZ000RA","Raz","Well, she'll be fully brained soon, I promise.",""
"CAEZ001EF","Elton","Well, when she comes out, tell her I'm waiting for her down by the docks, okay?",""
"CAFA000KI","Kitty","Well, there's only one thing that can make this better:",""
"CAFA001KI","Kitty","Pedicure. See ya.",""
"CAFB000FA","Franke","Well, I can tell you one thing.",""
"CAFB001FA","Franke","My dad is NEVER going to send me to this camp again.",""
"CAFB002FA","Franke","Where's Kitty? Never mind. I'll find her.",""
"CAFC000MH","Mikhail","Well, if Brain Tank come after Mikhail, it will be sorry.",""
"CAFC001MH","Mikhail","Better go find tiny boss, see what is plan.",""
"CAFD000MH","Mikhail","Tell me, is tiny boss alive?",""
"CAFD001RA","Raz","Yes, and he'll be getting his brain back really soon.",""
"CAFD002MH","Mikhail","Ah, good. I take advantage of time off to find bear. ",""
"CAFE000MF","Maloof","Now wire the other end to the gas tank.",""
"CAFE001MF","Maloof","Oh, hello Razputin.",""
"CAFE002RA","Raz","What are you guys doing?",""
"CAFE003MF","Maloof","Taking care of business. The fewer questions you ask, the better.",""
"CAFF000MF","Maloof","Sounds like it's time something bad happened to our fine Coach.",""
"CAFF001RA","Raz","Well, let me tell you what our plan is--",""
"CAFF002MF","Maloof","Please. You have your plan. I have mine.",""
"CAFF003RA","Raz","But--",""
"CAFF004MF","Maloof","Say no more.",""
"CAFG002RA","Raz","Do away with yourselves?",""
"CAFH000CF","Crystal","O-M-G.  I feel so stupid for throwing myself off the roof now!",""
"CAFH001RA","Raz","What? Why'd you throw yourself off the roof?",""
"CAFH002CF","Crystal","Because the poison didn't work!",""
"CAFH003CF","Crystal","Listen, I have to go. The world could use some major league cheering right about now!",""
"CAFI000JT","J.T.","Well shut mah mouth. I'd better go patrol the livin' quarters. Guard the womenfolk 'n' all.",""
"CAFI001JT","J.T.","Say, is my hombre walking around yet?",""
"CAFI002RA","Raz","Not yet, but soon!",""
"CAFI003JT","J.T.","I just hope he forgives me for actin' like such a dang fool.",""
"CAFJ000RA","Raz","Yep. He's free-range.",""
"CAFK000JT","J.T.","It's time to circle the wagons, partner. That's the best plan right now.",""
"CAFK001JT","J.T.","I'm busy patrollin' the homestead.",""
"CAFK002JT","J.T.","With my partner Chops ridin' shotgun!",""
"CAFL000JT","J.T.","I just wish Chops was here to ride shotgun!",""
"CAFM000CP","Chops","You know, I'll bet if J.T. wasn't so distracted, this wouldn't have happened. ",""
"CAFM001CP","Chops","He's probably with that prissy little show pony right now.",""
