"Identifier","Context","Source string","Translation"
"MMAP025DM","Den-Mother","Lucky shot!","Lucky shot!"
"MMAP026DM","Den-Mother","How did you know where I was?","How did you know where I was?"
"MMAP027DM","Den-Mother","Must have heard me breathing.","Must have heard me breathing."
"MMAP028DM","Den-Mother","How can he see in the dark?","How can he see in the dark?"
"MMAP029RA","Raz","Hey, how about your Milkman friend just opens the gates to the asylum for me, then he could crawl right back in the fridge afterwards!","Hey, how about your Milkman friend just opens the gates to the asylum for me, then he could crawl right back in the fridge afterwards!"
"MMAP030DM","Den-Mother","When he wakes there will be no afterwards!","When he wakes there will be no afterwards!"
"MMAP031DM","Den-Mother","Ohhhh... oh","Ohhhh... oh"
"MMAP032DM","Den-Mother","I know you're in here somewhere!","I know you're in here somewhere!"
"MMAP033DM","Den-Mother","Ha ha ha! Nice try!","Ha ha ha! Nice try!"
"MMAP034RA","Raz","I bought you these as a peace offering!","I bought you these as a peace offering!"
"MMAP035DM","Den-Mother","All who disturb the Milkman must die!!!","All who disturb the Milkman must die!!!"
"MMAP036RA","Raz","Hey, it's the little girls on the phone. They need you upstairs right now!","Hey, it's the little girls on the phone. They need you upstairs right now!"
"MMAP037DM","Den-Mother","They can handle themselves. So can I.","They can handle themselves. So can I."
"MMAP038RA","Raz","Don't make me use this!","Don't make me use this!"
"MMAP039DM","Den-Mother","Enough distractions. Time to die!","Enough distractions. Time to die!"
"MMAP040RA","Raz","Stop! Stop jumping around and throwing things!","Stop! Stop jumping around and throwing things!"
"MMAP041DM","Den-Mother","I will if you will. And then you will die!","I will if you will. And then you will die!"
"MMAP042RA","Raz","I'm going to flatten you with this thing.","I'm going to flatten you with this thing."
"MMAP043DM","Den-Mother","I'd like to see you try!","I'd like to see you try!"
"MMAP044RA","Raz","Freeze!","Freeze!"
"MMAP045DM","Den-Mother","Ha! That is the fakest-looking gun I've ever seen!","Ha! That is the fakest-looking gun I've ever seen!"
"MMAP046RA","Raz","That hair is coming off lady!","That hair is coming off lady!"
"MMAP047DM","Den-Mother","Try it and die! Die quicker, I mean!","Try it and die! Die quicker, I mean!"
"MMAP048RA","Raz","I hope you have a towel, cuz my can is full of water.","I hope you have a towel, cuz my can is full of water."
"MMAP049DM","Den-Mother","Your can is going to be full of yarn in a second!","Your can is going to be full of yarn in a second!"
"MMAP050DM","Den-Mother","No time for laughter! Prepare to die!","No time for laughter! Prepare to die!"
"MMAQ000RS","Rainbow-Squirt","Freeze! Don't come any closer!","Freeze! Don't come any closer!"
"MMAQ001RS","Rainbow-Squirt","I'll never tell you the location of the Milkman. Never!","I'll never tell you the location of the Milkman. Never!"
"MMAQ002RA","Raz","Okay, let's all just settle down and talk--","Okay, let's all just settle down and talk--"
"MMAQ004GM","G-Man","Where is the Milkman?","Where is the Milkman?"
"MMAQ005GM","G-Man","Who is the Milkman?","Who is the Milkman?"
"MMAQ006GM","G-Man","What is the mission of the Milkman?","What is the mission of the Milkman?"
"MMAQ007RS","Rainbow-Squirt","Co... uh... come closer (cough) and (cough) I--I'll tell you (cough).","Co... uh... come closer (cough) and (cough) I--I'll tell you (cough)."
"MMAQ008RA","Raz","Glad I never bought any of those.","Glad I never bought any of those."
"MMAQ009RA","Raz","Hm. The view from up here is pretty good, but I still can't see enough.","Hm. The view from up here is pretty good, but I still can't see enough."
"MMAQ010RA","Raz","I need a way to get even higher!","I need a way to get even higher!"
"MMAQ011RA","Raz","Like, super high! As if I were flying!","Like, super high! As if I were flying!"
"MMAQ012RA","Raz","I KNOW! Maybe I could find some stilts!","I KNOW! Maybe I could find some stilts!"
"MMAQ013GM","G-Man","I am a helicopter pilot.","I am a helicopter pilot."
"MMAQ014GM","G-Man","I like to fly helicopters.","I like to fly helicopters."
"MMAQ015GM","G-Man","We are looking for the Milkman.","We are looking for the Milkman."
"MMAQ016GM","G-Man","We don't know where he is.","We don't know where he is."
"MMAQ017GM","G-Man","Helicopters can go up and down.","Helicopters can go up and down."
"MMAQ018RA","Raz","Man, these guys are dumb.","Man, these guys are dumb."
"MMAQ019RA","Raz","Hey, wait. What's that? I'll bet that's him!","Hey, wait. What's that? I'll bet that's him!"
"MMAQ020RA","Raz","The Milkman!","The Milkman!"
"MMAQ021GM","G-Man","Helicopters move sideways too, but not as fast as planes.","Helicopters move sideways too, but not as fast as planes."
"MMAQ022RA","Raz","He's on that remote island over there.","He's on that remote island over there."
"MMAQ023RA","Raz","What the heck is that sound?","What the heck is that sound?"
"MMAQ024RA","Raz","Hello?","Hello?"
"MMAQ026RA","Raz","Boyd? Is this you? I think I found the Milkman!","Boyd? Is this you? I think I found the Milkman!"
"MMAQ027BO","Boyd","I have no idea what you're talking about. Who is this?","I have no idea what you're talking about. Who is this?"
"MMAQ028RA","Raz","Okay, from now on your name isn't Boyd. It's ""Roid."" Because you're such a big pain in my butt.","Okay, from now on your name isn't Boyd. It's ""Roid."" Because you're such a big pain in my butt."
"MMAQ029BO","Boyd","If you see a lady tossing her cookies, run away!","If you see a lady tossing her cookies, run away!"
"MMAS000RA","Raz","I don't want to hurt the cameras. They're my only chance of seeing how to get through this basement.","I don't want to hurt the cameras. They're my only chance of seeing how to get through this basement."
"MMAT000RA","Raz","Hey, you're alive! Why did you jump out that window?","Hey, you're alive! Why did you jump out that window?"
"MMAT001RS","Rainbow-Squirt","Sir I have no idea what you are talking about. Maybe you are thinking of someone else.","Sir I have no idea what you are talking about. Maybe you are thinking of someone else."
"MMAT002RS","Rainbow-Squirt","Say, would you be interested in some...","Say, would you be interested in some..."
"MMAT003RS","Rainbow-Squirt","...cookies?","...cookies?"
"MMAT004RA","Raz","Ahhh!","Ahhh!"
"MMAU000RA","Raz","Boyd?","Boyd?"
"MMAU001RA","Raz","Hey, Boyd. Why are you trying to burn down the asylum?","Hey, Boyd. Why are you trying to burn down the asylum?"
"MMAU002BO","Boyd","I am the Milkman.","I am the Milkman."
"MMAU003BO","Boyd","My employer has commissioned me to deliver this milk, to whitewash what went on here.","My employer has commissioned me to deliver this milk, to whitewash what went on here."
"MMAU004BO","Boyd","I make sure no evidence is left of anything, except for milk.","I make sure no evidence is left of anything, except for milk."
"MMAU005BO","Boyd","I cannot rest until I have made my final delivery.","I cannot rest until I have made my final delivery."
"MMDD005RQ","Rainbow-Squirt","Ooooh ohhhh.","Ooooh ohhhh."
"MMDM006RQ","Rainbow-Squirt","To Share Candy With Everyone.","To Share Candy With Everyone."
"MMDM007RQ","Rainbow-Squirt","To Obfuscate the True Nature of the Milkman.","To Obfuscate the True Nature of the Milkman."
"MMDM009RQ","Rainbow-Squirt","To protect the Milkman at all costs.","To protect the Milkman at all costs."
"MMDM011RQ","Rainbow-Squirt","To Destroy All Who Would Harm the Milkman, or Threaten to Reveal His Secret Objective.","To Destroy All Who Would Harm the Milkman, or Threaten to Reveal His Secret Objective."
"MMDM013RQ","Rainbow-Squirt","Aiiiiiieee!","Aiiiiiieee!"
"MMDM004RQ","Rainbow-Squirt","To Promote Niceness.","To Promote Niceness."
"MMDM005RQ","Rainbow-Squirt","To Make the World Prettier.","To Make the World Prettier."
"MMZB000TO","System","Crow Feather","Crow Feather"
"MMZB001TO","System","Hedge Trimmers","Hedge Trimmers"
"MMZB002TO","System","Rolling Pin","Rolling Pin"
"MMZB003TO","System","Watering Can","Watering Can"
"MMZB004TO","System","God's Eye","God's Eye"
"MMZB005TO","System","Flowers","Flowers"
"MMZB006TO","System","Phone","Phone"
"MMZB007TO","System","Plunger","Plunger"
"MMZB008TO","System","Rifle","Rifle"
"MMZB009TO","System","Sign","Sign"
"MMZF000TO","System","Sometimes you can use CLAIRVOYANCE on an object to see from the point of view of the owner. Just hold the item in your hand and use the CLAIRVOYANCE power. Items that have strong clairvoyance reaction will appear with a special aura in your inventory, like this: {ClairvoyanceEye}","Sometimes you can use CLAIRVOYANCE on an object to see from the point of view of the owner. Just hold the item in your hand and use the CLAIRVOYANCE power. Items that have strong clairvoyance reaction will appear with a special aura in your inventory, like this: {ClairvoyanceEye}"
"MMZB010TO","System","Helicopter Helmet","Helicopter Helmet"
"MMZJ000TO","System","Try using Clairvoyance on Boyd","Try using Clairvoyance on Boyd"
"MMZZ000TO","System","DEAD!","DEAD!"
"MMAV000RA","Raz","Seen any suspicious characters around here lately?","Seen any suspicious characters around here lately?"
"MMZZ001TO","System","Cemetery","Cemetery"
