identifier,labels,context,source,translation
CAEM000RA,CAEM,Raz,"Hey, Bobby. Wasn't that great when I beat you in that Levitation race?",
CAEM001RA,CAEM,Raz,"Hey, Bobby. Someone's stealing kids' brains!",
CAEM002BZ,CAEM,Bobby,"Well in that case, you've got nothing to worry about.",
CAEM003BZ,CAEM,Bobby,Ah-ha-ha-ha!,
CAEM004RA,CAEM,Raz,Good one.,
CAEM005BZ,CAEM,Bobby,BECAUSE YOU GOT NO BRAINS!,
CAEM006RA,CAEM,Raz,Yeah.,
CAEM007RA,CAEM,Raz,"Hey, Bobby--",
CAEM008BZ,CAEM,Bobby,Ah ha ha ha! No brains! Ha ha ha!,
CAEM009RA,CAEM,Raz,(Sigh.),
CAEN000RA,CAEN,Raz,"Whoa, uh, Elton. I hope you're not waiting for me.",
CAEN001RA,CAEN,Raz,"Oh, jeez. Sorry. Carry on, Sailor.",
CAEO000RA,CAEO,Raz,Admiral Cruller... ,
CAEO001RA,CAEO,Raz,That canoe... are you...,
CAEO002RA,CAEO,Raz,...in love with it?,
CAEO003FO,CAEO,Ford,What? No! I'm just checking it for psychic residue!,
CAEO004FO,CAEO,Ford,"Some kind of fish has been tearing holes in our canoes, and I'm trying to pick up its scent.",
CAEO005FO,CAEO,Ford,"(Ahh, don't worry now, baby. Nobody's ever going to hurt you again, I promise.)",
CAEP000VE,CAEP,Vernon,Wow. What an amazing story. ,
CAEP001VE,CAEP,Vernon,"I mean, that is a really, REALLY good story. And you know what the best part is?  ",
CAEP002VE,CAEP,Vernon,I'm in it!,
CAEP003VE,CAEP,Vernon,I'd better go write that whole thing down before we all get killed!,
CAEQ000VE,CAEQ,Vernon,"Hey, when Franke gets re-brained, tell her I'm okay, and our date's still on, okay?",
CAEQ001VE,CAEQ,Vernon,I don't want her to worry.,
CAER000NI,CAER,Nils,"That is some crazy stuff, guys. I'm kind of glad I was out for most of it.",
CAER001NI,CAER,Nils,"Well, with the world ending and everything, I should probably go see what girls want to make out one last time.",
CAES000RA,CAES,Raz,"Wow, I never thought YOU two would get back together.",
CAES001EL,CAES,Elka,I know! Isn't it just too romantic?,
CAES002EL,CAES,Elka,I just hope James won't be too crushed.,
CAES003NI,CAES,Nils,Shh. You promised--no talking.,
CAES004NI,CAES,Nils,Kinda busy.,
CAET000EL,CAET,Elka,Oh my god!,
CAET001RA,CAET,Raz,I know!,
CAET002EL,CAET,Elka,"I mean, OH  MY GOD!",
CAET004EL,CAET,Elka,NILS!!!,
CAEU000RA,CAEU,Raz,"Um, he's still in the... uh... oh never mind.",
CAEV000DO,CAEV,Dogen,...and so I'm really sorry for not believing you.,
CAEV001DO,CAEV,Dogen,"...right, yeah--that too. I should really not have blown so many of you up. I just get so confused sometimes.",
CAEW000MP,CAEW,Milka,Is Elton okay?,
CAEW001RA,CAEW,Raz,"Yeah, he's waiting for you down by the docks.",
CAEW002MP,CAEW,Milka,Gotcha.,
CAEW003RA,CAEW,Raz,"Hey, do you want to help us save the--",
CAEW004RA,CAEW,Raz,Typical.,
CAEX000RA,CAEX,Raz,"Well, he'll be fully brained soon, I promise.",
CAEX001MP,CAEX,Milka,"When he comes out, tell him I'm waiting for him down by the docks, okay?",
CAEY000EF,CAEY,Elton,Is Milka okay?,
CAEY001RA,CAEY,Raz,"Yeah, she's waiting for you down by the docks.",
CAEY003RA,CAEY,Raz,Is making out all anyone thinks about in this place?,
CAEZ000RA,CAEZ,Raz,"Well, she'll be fully brained soon, I promise.",
CAEZ001EF,CAEZ,Elton,"Well, when she comes out, tell her I'm waiting for her down by the docks, okay?",
CAFA000KI,CAFA,Kitty,"Well, there's only one thing that can make this better:",
CAFA001KI,CAFA,Kitty,Pedicure. See ya.,
CAFB000FA,CAFB,Franke,"Well, I can tell you one thing.",
CAFB001FA,CAFB,Franke,My dad is NEVER going to send me to this camp again.,
CAFB002FA,CAFB,Franke,Where's Kitty? Never mind. I'll find her.,
CAFC000MH,CAFC,Mikhail,"Well, if Brain Tank come after Mikhail, it will be sorry.",
CAFC001MH,CAFC,Mikhail,"Better go find tiny boss, see what is plan.",
CAFD000MH,CAFD,Mikhail,"Tell me, is tiny boss alive?",
CAFD001RA,CAFD,Raz,"Yes, and he'll be getting his brain back really soon.",
CAFD002MH,CAFD,Mikhail,"Ah, good. I take advantage of time off to find bear. ",
CAFE000MF,CAFE,Maloof,Now wire the other end to the gas tank.,
CAFE001MF,CAFE,Maloof,"Oh, hello Razputin.",
CAFE002RA,CAFE,Raz,What are you guys doing?,
CAFE003MF,CAFE,Maloof,"Taking care of business. The fewer questions you ask, the better.",
CAFF000MF,CAFF,Maloof,Sounds like it's time something bad happened to our fine Coach.,
CAFF001RA,CAFF,Raz,"Well, let me tell you what our plan is--",
CAFF002MF,CAFF,Maloof,Please. You have your plan. I have mine.,
CAFF003RA,CAFF,Raz,But--,
CAFF004MF,CAFF,Maloof,Say no more.,
CAFG002RA,CAFG,Raz,Do away with yourselves?,
CAFH000CF,CAFH,Crystal,O-M-G.  I feel so stupid for throwing myself off the roof now!,
CAFH001RA,CAFH,Raz,What? Why'd you throw yourself off the roof?,
CAFH002CF,CAFH,Crystal,Because the poison didn't work!,
CAFH003CF,CAFH,Crystal,"Listen, I have to go. The world could use some major league cheering right about now!",
CAFI000JT,CAFI,J.T.,Well shut mah mouth. I'd better go patrol the livin' quarters. Guard the womenfolk 'n' all.,
CAFI001JT,CAFI,J.T.,"Say, is my hombre walking around yet?",
CAFI002RA,CAFI,Raz,"Not yet, but soon!",
CAFI003JT,CAFI,J.T.,I just hope he forgives me for actin' like such a dang fool.,
CAFJ000RA,CAFJ,Raz,Yep. He's free-range.,
CAFK000JT,CAFK,J.T.,"It's time to circle the wagons, partner. That's the best plan right now.",
CAFK001JT,CAFK,J.T.,I'm busy patrollin' the homestead.,
CAFK002JT,CAFK,J.T.,With my partner Chops ridin' shotgun!,
CAFL000JT,CAFL,J.T.,I just wish Chops was here to ride shotgun!,
CAFM000CP,CAFM,Chops,"You know, I'll bet if J.T. wasn't so distracted, this wouldn't have happened. ",
CAFM001CP,CAFM,Chops,He's probably with that prissy little show pony right now.,
CAFM002RA,CAFM,Raz,"No, actually I think her mind's on other things at the moment.",
CAFM003CP,CAFM,Chops,Hm. Well maybe I'll go see what's up. One of us at least should be guarding the sleeping quarters.,
CAFN000CH,CAFN,Chloe,"Okay, here's the plan. I'm going to get on the Coach's radio, and call for help.",
CAFN001RA,CAFN,Raz,"See, now, that's an excellent idea! Why can't everyone be so helpful?",
CAFN002CH,CAFN,Chloe,"Yeah, I modified the antenna so now it broadcasts straight into outer space!",
CAFN003RA,CAFN,Raz,Oh man.,
CAFO000RA,CAFO,Raz,"...yes, and because you got your brain stolen and I didn't, yes. I do. I think I'm better than you.",
CAFO001BZ,CAFO,Bobby,Ah ha! I knew it! ,
CAFO002BZ,CAFO,Bobby,"Well, you're wrong!",
CAFO003BZ,CAFO,Bobby,Have fun dying!,
CAFP000BN,CAFP,Benny,Hmm. So does the Coach... does he have an evil sidekick?,
CAFP001BN,CAFP,Benny,"A yes man, or a lickspittle?",
CAFP002BN,CAFP,Benny,Anything?,
CAFP003RA,CAFP,Raz,Not sure. Why?,
CAFP004BN,CAFP,Benny,"Uh, no reason. Bye!",
CAFQ000PH,CAFQ,Phoebe,"Oh, man. I just want to burn that Coach!",
CAFQ001PH,CAFQ,Phoebe,"Hey, where's Quentin?",
CAFR000RA,CAFR,Raz,We're going to be re-braining him really soon.,
CAFR001PH,CAFR,Phoebe,"I have to go hit something. Tell him I went to go hit stuff, okay?",
CAFS000RA,CAFS,Raz,He's waiting for you at band practice.,
CAFS001PH,CAFS,Phoebe,He better not be painting the wrong band name on my drums again!,
CAFT000QU,CAFT,Quentin,Wow. That is so not chill.,
CAFT001QU,CAFT,Quentin,"Hey, where's Phoebe?",
CAFT002RA,CAFT,Raz,We're gonna be re-braining her really soon.,
CAFT003QU,CAFT,Quentin,"Well, when she comes out, she's going to want to hit stuff. I'd better go wait by her drums.",
CAFU000RA,CAFU,Raz,She's waiting for you at band practice.,
CAFU001QU,CAFU,Quentin,"Awesome. Okay, check you out later, my bros.",
CAFV000FO,CAFV,Ford,"Listen, you gotta help. You gotta kill me, son. I can't take the cheering anymore. ",
CAFV001RA,CAFV,Raz,I'm sorry I put their brains back. Maybe a bear will get them soon.,
CAFV002FO,CAFV,Ford,"Maybe. If not, you gotta find my drain cleaner and pour it down my throat, okay?",
CAFW000RA,CAFW,Raz,"Mr. Cruller, there's a big mess that you gotta help me clean up!",
CAFW001FO,CAFW,Ford,Really? Where? I'll get the jet!,
CAFW002RA,CAFW,Raz,"People are missing, kids' brains have been stolen, Coach Oleander is trying to take over the world...",
CAFW003FO,CAFW,Ford,Aw psh! Not my kind of mess.,
CAFW004RA,CAFW,Raz,Won't you help?,
CAFW005FO,CAFW,Ford,I'm a janitor. Let me know when somebody drops a carton of eggs or something.,
CAFX000RA,CAFX,Raz,"Admiral, sir! Did you hear that? The Hideous Hulking Lungfish of Lake Oblongata just kidnapped Lili!",
CAFX001FO,CAFX,Ford,LUNGFISH?!,
CAFX002FO,CAFX,Ford,So THAT'S what's been tearing up my canoes!,
CAFX003FO,CAFX,Ford,"Well, I know just what to do!",
CAFX004RA,CAFX,Raz,You do? Great!,
CAFX005FO,CAFX,Ford,"Yeah, I've got some lungfish-proof shellac. I'll just slap on a fresh coat, maybe two, and that's that!",
CAFX006RA,CAFX,Raz,"Admiral, the monster is still out there, and Coach Oleander is trying to take over the world!",
CAFX007FO,CAFX,Ford,"Ah, yes, the world is a crazy place, son. But don't worry.",
CAFX008FO,CAFX,Ford,The canoes are safe.,
CAFY000RA,CAFY,Raz,"Mr. Cruller, you gotta help! Kids are getting kidnapped, and everyone's missing, and their brains are stolen, and I think the Coach is trying to take over the world with Psychically-armed death tanks!",
CAFY001FO,CAFY,Ford,"Well, now you see what happens when you go to parts of the forest that are off limits? ",
CAFY002FO,CAFY,Ford,I'm a Ranger. I've got enough problems wrangling these leaves! Now git!,
CAFZ000DO,CAFZ,Dogen,"Wow, I guess that's what those squirrels were trying to tell me.",
CAFZ001RA,CAFZ,Raz,Huh?,
CAFZ002DO,CAFZ,Dogen,"They kept saying, ""The tiny man is going to kill everyone.""",
CAFZ003DO,CAFZ,Dogen,I thought they were talking about me!,
CAFZ004DO,CAFZ,Dogen,Oh man. I have to go apologize.,
CADD005RA,CADD,Raz,Hmm. Looks like one of the buttons is missing.,
CADD006RA,CADD,Raz,"Call me crazy, but I have a weird feeling that the button Sasha gave me goes here.",
CADD007RA,CADD,Raz,Heh heh heh.,
CAZE005TO,CAZE,System,Move RIGHT /Joystick/ to look around.,
CAGA000FO,CAGA,Ford,"Okay, quick eye exam before we start.",
CAGA002FO,CAGA,Ford,Look over that way if you will. ,
CAGA004FO,CAGA,Ford,"No, that way.",
CAGA005FO,CAGA,Ford,Look over there.,
CAGA006FO,CAGA,Ford,Over there.,
CAGA007FO,CAGA,Ford,"Clocks a-tickin', Sonny!",
CAGA008RA,CAGA,Raz,"Wow, what's that?",
CAGA009FO,CAGA,Ford,That's a PSI CHALLENGE MARKER. The staff scatters these all over the camp to test the students. Every one of these you find advances you a whole rank.,
CAGA010RA,CAGA,Raz,Ah ha...,
CAGA011FO,CAGA,Ford,"Now, look up for me if you will.",
CAZE006TO,CAZE,System,Move right thumbstick [vertical joystick icon] to look up.,
CAGA013FO,CAGA,Ford,Up. Up there.,
CAGA014FO,CAGA,Ford,Come on.,
CAGA015FO,CAGA,Ford,You see where I'm pointing?,
CAGA016RA,CAGA,Raz,Hmmm,
CAGA017FO,CAGA,Ford,Some of the old markers have fallen apart. You'll find bits of 'em flapping around loose.,
CAGA018FO,CAGA,Ford,"If you find enough of these PSI CARDS, you can put 'em together to make a brand new Challenge Marker...",
CAGA019FO,CAGA,Ford,...But you have to buy a PSI CORE at the camp store to hold them together.,
CAGA020FO,CAGA,Ford,Keep ranking up and before you know it you'll be able to use brand new psychic powers. Stuff you didn't even know you could do. ,
CAGA021RA,CAGA,Raz,And then when do I become a Psychonaut? ,
CAGA022RA,CAGA,Raz,Because I have to do that before my dad shows up to take me home...,
CAGA023RA,CAGA,Raz,"Hey, where'd he go?",
CAGA024RA,CAGA,Raz,That guy looked so familiar...,
CAGB000VE,CAGB,Vernon,"Hey, why are you trying to firestart me, Raz?",
CAGB001NI,CAGB,Nils,Don't be a dork. Go burn something else.,
CAGB002EL,CAGB,Elka,If you don't stop trying to burn me right now I am going to SCREAM!,
CAGB004MP,CAGB,Milka,Quit it!,
CAGB005KI,CAGB,Kitty,Go burn someone who cares.,
CAGB006FA,CAGB,Franke,"Stop trying to burn me, creep!",
CAGB007MH,CAGB,Mikhail,"Thanks, but I am warm enough in my thick, Russian hat.",
CAGB008MF,CAGB,Maloof,"This burning choice you've made is a poor one, Razputin.",
CAGB009LI,CAGB,Lili,Is this how you tell girls you have a crush on them? It's annoying.,
CAGB010CM,CAGB,Clem,"Right on, Raz! You learned firestarting! Good for you!",
CAGB011CF,CAGB,Crystal,Hee hee hee! Yay! Firestarting practice! Woo!,
CAGB012JT,CAGB,J.T.,"Move along, little doggy. Nothin' to burn here.",
CAGB013CP,CAGB,Chops,"Careful, eh? My hair goes up in flames and we're all goners.",
CAGB014CH,CAGB,Chloe,Hm. Atmospheric changes in effect. Adjusting helmet thermostat.,
CAGB015BZ,CAGB,Bobby,"Man, what is that smell?",
CAGB016BN,CAGB,Benny,My ears are burning. Kitty must be talking about me!,
CAGB017EF,CAGB,Elton,Oh man. I hope I don't get much hotter. That would be uncomfortable.,
CAGB018PH,CAGB,Phoebe,Oh no. Is my problem back? Have to calm down. Can't burn anything. Cannot burn anything!,
CAGB019QU,CAGB,Quentin,"Ooh, feels like Phoebe's having another flare up!",
CAGB020SA,CAGB,Sasha,"I'm sure you could find a more productive use for that skill, Razputin.",
CAGB021MI,CAGB,Milla,"Please, this is polyester. I'm hot enough!",
CAGB022CO,CAGB,Coach,"Save it for the battlefield, soldier.",
CAGC000VE,CAGC,Vernon,"Hey, put me down!",
CAGC001NI,CAGC,Nils,Drop me or I will drop you!,
CAGC002EL,CAGC,Elka,"Hey! Grow up, Razputin!",
CAGC003DO,CAGC,Dogen,I'm not supposed to get wild at camp!,
CAGC004MP,CAGC,Milka,Grrrr!,
CAGC005KI,CAGC,Kitty,"Hey, put me down or my dad will sue your whole family!",
CAGC006FA,CAGC,Franke,Put me down or Kitty's dad will sue your whole family!,
CAGC007MH,CAGC,Mikhail,"Hm. Thanks for the boost. But no, still can see no bears from up here.",
CAGC008MF,CAGC,Maloof,"What are you trying to prove, Raz?",
CAGC009LI,CAGC,Lili,I'm going to be quiet and hope that you just go away.,
CAGC010CM,CAGC,Clem,Haha! Yay! Raz learned Telekinesis! Right on!,
CAGC011CF,CAGC,Crystal,"Wow, you're really good at Telekinesis, Raz! That's awesome!",
CAGC012JT,CAGC,J.T.,Put me down partner or I'll show you what a good shot I am!,
CAGC013CP,CAGC,Chops,"What's this all about, eh?",
CAGC014CH,CAGC,Chloe,Finally! I'm being TAKEN! They've finally come for me! Hey! It's just you. PUT ME DOWN!,
CAGC015BZ,CAGC,Bobby,"Oh, that was your fatal mistake. I hope you have a will.",
CAGC016BN,CAGC,Benny,Lemme down! Lemme down!,
CAGC017EF,CAGC,Elton,"Okay, I really don't like being up this high.",
CAGC018PH,CAGC,Phoebe,Hey! Rrrrr! Enough! Hello! Put me down!,
CAGC019QU,CAGC,Quentin,"Hey, free airplane rides today! ",
CAGC020SA,CAGC,Sasha,Impressive. Now release.,
CAGC021MI,CAGC,Milla,I was already floating Razputin. That's hardly a challenge.,
CAGC022FO,CAGC,Ford,"Okay, that's funny. Now PUT ME DOWN.",
CAGC023CO,CAGC,Coach,"What the--ha! That's some mind you got there, kid. If you want to keep it, I suggest you put me down.",
CAGD000VE,CAGD,Vernon,Oooh-ooooh...,
CAGD020SA,CAGD,Sasha,"I am not so easily confused, Razputin.",
CAGD021MI,CAGD,Milla,"There are other ways to meet girls, Razputin.",
CAGD023FO,CAGD,Ford,I told you them burgers ain't ready!,
CAGD024FO,CAGD,Ford,This part of the forest is off limits! Now git!,
CAGD025FO,CAGD,Ford,Stop starin' at my mops!,
CAGD026FO,CAGD,Ford,"You will call me ADMIRAL, Sonny!",
CAGD027CO,CAGD,Coach,"Oooh-ooooh... Mr. Bun, where you going? Ohhhh",
CAGE000RA,CAGE,Raz,Hey can I buy some stuff?,
CAGE001FO,CAGE,Ford,"Yeah, but hurry up. I don't want to burn my burgers. ",
GLZB013TO,GLZB,System,Dream Fluff,
CAGE003FO,CAGE,Ford,"Mmmm. Dream Fluffs! Delicious, nutritious and cheap!",
CAGE004FO,CAGE,Ford,Each one is packed with concentrated mental health!,
CAGE005FO,CAGE,Ford,You shouldn't go anywhere without a pocket full of those!,
GLZB014TO,GLZB,System,PSI Core,
CAGE007FO,CAGE,Ford,Now you take that PSI CORE there...,
CAGE008FO,CAGE,Ford,"Put it together with nine PSI CARDS, and you'll have yourself a brand new PSI Challenge Marker!",
CAGE009FO,CAGE,Ford,"Which is worth a whole rank, you know.",
GLZB015TO,GLZB,System,Cobweb Duster,
GLZH019TO,GLZH,System,Rank requirement: 15,
CAGE012FO,CAGE,Ford,Oh that's my last Cobweb Duster.,
CAGE013FO,CAGE,Ford,"Take that into someone's mind with ya, you can clean up!",
CAGE014FO,CAGE,Ford,"They're happy to be rid of the webs, and you can turn them in for PSI Cards!",
GLZB016TO,GLZB,System,Dowsing Rod,
GLZH020TO,GLZH,System,Rank Requirement: 10,
CAGE017FO,CAGE,Ford,Now that Dowsing Rod will help you find arrowheads that are buried DEEP.,
CAGE018FO,CAGE,Ford,"That's where all the really valuable ones are, you know. ",
CAGE019FO,CAGE,Ford,Find three or four deep deposits and that baby pays for itself.,
CAGE020FO,CAGE,Ford,It costs you money because it MAKES you money!,
GLZB017TO,GLZB,System,PSI Energy Colorizer,
GLZH021TO,GLZH,System,Rank Requirement: 40,
CAGE023FO,CAGE,Ford,"Now with that, you can change the color of some of your PSI powers, like your Levitation Ball, and what have you and whatnot.",
CAGE024FO,CAGE,Ford,"Well. kind of a vanity thing. In my day PSI powers were all gray and we thought that was grand. We were happy just to HAVE PSI powers. Ah, but you know kids these days.",
CAZB004TO,CAZB,System,Posters,
CAGE026FO,CAGE,Ford,"Eh, got some posters here.",
CAGE027FO,CAGE,Ford,You can hang 'em in your cabin.,
CAGE028FO,CAGE,Ford,Makes it just like home!,
CAGE029RA,CAGE,Raz,"Hey, can you put that on my tab?",
CAGE030FO,CAGE,Ford,"Ah, sorry, mac. No can do. We only trade in hard, cold, Psitanium Arrowheads here.",
CAGE031FO,CAGE,Ford,"If you don't have enough, why don't you run around outside a bit and dig some up?",
CAGE032FO,CAGE,Ford,Or crack open some mental vaults. Always something valuable in a vault!,
CAGE033RA,CAGE,Raz,I don't have enough arrowheads for that!,
CAGE034FO,CAGE,Ford,"Well then, quit lookin' at it!",
CAGE035FO,CAGE,Ford,"Ah, it doesn't look like you've got the rank you need there, kiddo.",
CAGE036FO,CAGE,Ford,And there's no excuse for that! Plenty of ways to get promoted around here!,
CAGE037FO,CAGE,Ford,"Collecting mental figments and cobwebs helps you rank up. So does finding PSI challenge markers, or building them out of PSI cards and cores.",
CAGE038FO,CAGE,Ford,"You also rank up when you sort people's emotional baggage, and if you want to skip a bunch of ranks at once, well you should talk to the camp Ranger about his Scavenger Hunt contest.",
CAGE039RA,CAGE,Raz,I don't have a high enough rank to buy that yet!,
CAGE040FO,CAGE,Ford,Not yet. But maybe in a few years.,
CAGE041RA,CAGE,Raz,I'll take it!,
CAGE042FO,CAGE,Ford,Alrighty then. ,
CAGE043FO,CAGE,Ford,Excellent choice!,
CAGE044FO,CAGE,Ford,Sold! To the big-headed kid with the gloves!,
CAGE045FO,CAGE,Ford,What else can I do you for?,
CAGE046RA,CAGE,Raz,That's it for now.,
CAGE047FO,CAGE,Ford,Alright. Go get more arrowheads and come on back.,
CAGE048FO,CAGE,Ford,Support your local merchants!,
CAGF000RA,CAGF,Raz,Oof! Hey...,
CAGF001BY,CAGF,Minecart-System,Welcome to the Whispering Rocket Underground Rapid Transit System.,
CAGF002BY,CAGF,Minecart-System,"Would you like to go back to your private sanctuary now, Agent Cruller? Or... somewhere else?",
CAGF003BY,CAGF,Minecart-System,"Where would you like me to take you, Agent Cruller?",
CAGF004RA,CAGF,Raz,Take me to the Kids' Cabins area.,
CAGF005BY,CAGF,Minecart-System,With pleasure.,
CAGF006RA,CAGF,Raz,Drop me outside the main lodge.,
CAGF007BY,CAGF,Minecart-System,"Oh, bring me back a burger this time, will you?",
CAGF008RA,CAGF,Raz,I'm headed for the parking lot.,
CAGF009BY,CAGF,Minecart-System,"I hope you're not leaving us, sir.",
CAGF010RA,CAGF,Raz,I want to go to the campfire area.,
CAGF011BY,CAGF,Minecart-System,Mmm. You look so cute in that janitor outfit!,
CAGF012RA,CAGF,Raz,"Let's go to Ford's--I mean, MY sanctuary.",
CAGF013BY,CAGF,Minecart-System,"Yes, noble Psychomaster.",
CAGF014RA,CAGF,Raz,It's time to go to the lake!,
CAGF015BY,CAGF,Minecart-System,"Yessir, Admiral Sir!",
CAGF016RA,CAGF,Raz,Bring me near the Geodesic Psychoisolation Chamber.,
CAGF017BY,CAGF,Minecart-System,"Roger that, Ranger Cruller!",
CAGF018RA,CAGF,Raz,Nowhere! I just like to come down here to hear your voice.,
CAGF019BY,CAGF,Minecart-System,"Pop in anytime, sir.",
CAGG000SA,CAGG,Sasha,Is that the cleaning lady? ,
CAGG001SA,CAGG,Sasha,"I'll get those files out of your way, just as soon as I'm done with these... tests...",
CAGG002SA,CAGG,Sasha,"Ah, yes. Thank you Razputin, for helping me clean up.",
CAGH000RA,CAGH,Raz,Is this going to hurt?,
CAGH001RA,CAGH,Raz,Have you tested this thing out on humans yet?,
CAGH002RA,CAGH,Raz,Will I get in trouble with Milla? She told me not to take any paranormal training while I'm here.,
CAGH003RA,CAGH,Raz,Could you try it first?,
CAGH004RA,CAGH,Raz,"Okay, I'm ready to learn how to really fight!",
CAGH005SA,CAGH,Sasha,Oh. Really? Hm.,
CAGH006RA,CAGH,Raz,What?,
CAGH007SA,CAGH,Sasha,"Uh, nothing. It's just that I didn't think you'd really take me up on that offer. It usually scares the kids off.",
CAGH008RA,CAGH,Raz,"Well, not me. I'm ready to kill for my camp!",
CAGH009SA,CAGH,Sasha,"Listen, I'm sorry, but I can't train you. Agent Vodello would kill me.",
CAGH010RA,CAGH,Raz,What's the big deal? What she doesn't know won't hurt her.,
CAGH011SA,CAGH,Sasha,You don't even have a Marksmanship Learner's Permit. I could lose my job!,
CAGH012RA,CAGH,Raz,I'll get one!,
CAGH013SA,CAGH,Sasha,Even if you used that secret passage over there and snuck into his sanctuary...,
CAGH014SA,CAGH,Sasha,Agent Cruller would never give you a Marksmanship Learner's permit.,
CAGH015RA,CAGH,Raz,Agent Cruller...,
CAGH016SA,CAGH,Sasha,Never in a million--,
CAGH017RA,CAGH,Raz,I'm off! Be right back after I talk with Agent Cruller!,
CAGH018SA,CAGH,Sasha,Did you convince Agent Cruller to give you a Marksmanship Learner's Permit yet?,
CAGH019RA,CAGH,Raz,Oh... uh... yes. But I left it in my other pants. Be right back.,
CAGH020RA,CAGH,Raz,Okay I got it. Check it out.,
CAGH021SA,CAGH,Sasha,Well my ass is covered.,
CAGH022SA,CAGH,Sasha,Are you sure you are ready to do this? It could be dangerous.,
CAGH023RA,CAGH,Raz,Yes! Are you going to pull me into your mind like the Coach did?,
CAGH024SA,CAGH,Sasha,"Ha. No offense, but it's time you saw what an organized mind looks like.",
CAGH025RA,CAGH,Raz,Almost! I just have to get my affairs in order first.,
CAGH026RA,CAGH,Raz,Just in case I die.,
CAGH027SA,CAGH,Sasha,Come back when you are ready.,
CAGH028RA,CAGH,Raz,"Okay, time to face my big, diving-helmet spitting personal demons.",
CAGH029SA,CAGH,Sasha,That's the spirit.,
CAGH030RA,CAGH,Raz,"Okay, I'm a certified levitator now. Ready to roll. ",
CAGH031SA,CAGH,Sasha,Hmm.,
CAGH032SA,CAGH,Sasha,I've been running some tests. It seems that the sensitive circuitry of the Brain Tumbler is picking up too much psychic interference to be safe. ,
CAGH033SA,CAGH,Sasha,"The thoughts of some other entity are interlacing with yours at a dangerous level, which explains many of the strange things you've seen.",
CAGH034SA,CAGH,Sasha,I must call off the experiments until we know more.,
CAGH035RA,CAGH,Raz,"Sasha, there's no time. I think my vision about Dogen came true. I'm worried it's going to happen to the others if we don't get to the bottom of this quick.",
CAGH036SA,CAGH,Sasha,But we don't know where the foreign projections are coming from yet.,
CAGH037RA,CAGH,Raz,Is there a faster way to find out than sending me in there to investigate?,
CAGI000RA,CAGI,Raz,Wow. Is this what the inside of my mind looks like?,
CAGI001SA,CAGI,Sasha,Not yet. You are still traveling through the astral plane.,
CAGI002SA,CAGI,Sasha,This is a tiny corner of what we call the Collective Unconscious--a place in which all of our unconscious minds are connected.,
CAGI003SA,CAGI,Sasha,"You have just begun your training, Razputin, so many of the connections with other minds are still not developed for you, and those doorways remain just out of reach.",
CAGI004SA,CAGI,Sasha,"But the more you explore the mental world, the more connections you will form.",
CAGI005SA,CAGI,Sasha,Right now the only unconscious world you can enter is that one.,
CAGI006SA,CAGI,Sasha,Your own.,
CAGI007SA,CAGI,Sasha,Step through it and we'll continue.,
CAGJ000CO,CAGJ,Coach,Oof!,
CAGJ001RA,CAGJ,Raz,Hi. I'm here for Basic Braining?,
CAGK000RA,CAGK,Raz,They seem to all be in a trance while they astrally project themselves into the Coach's psyche.,
CAGK001RA,CAGK,Raz,Which is awesome.,
CAGL000DO,CAGL,Dogen,Shut up!,
CAGL001DO,CAGL,Dogen,I am not!,
CAGL002DO,CAGL,Dogen,I wouldn't!,
CAGL003DO,CAGL,Dogen,I'm not going to do that!,
CAGL004DO,CAGL,Dogen,You squirrels think you're so smart!,
CAGL005DO,CAGL,Dogen,Ooooh! I'm so cool. I'm a squirrel.,
CAGL006DO,CAGL,Dogen,Well you know what we call you? Rats with wings.,
CAGL007DO,CAGL,Dogen,"Well, then we call you something else. Nut rats!",
CAGL008DO,CAGL,Dogen,Fluffy rats!,
CAGL009DO,CAGL,Dogen,And what's that supposed to mean?,
CAGL010DO,CAGL,Dogen,"It's a special hat, and you should be glad I'm wearing it!",
CAGL011DO,CAGL,Dogen,No!,
CAGL012DO,CAGL,Dogen,Never!,
CAGL013DO,CAGL,Dogen,"I do too understand what you're saying, and I don't appreciate it!",
CAGL014DO,CAGL,Dogen,You guys are making me so mad!,
CAGL015DO,CAGL,Dogen,Quit it! You'll knock off my special hat!,
CAGM000RA,CAGM,Raz,"Hey, sorry about hitting you a minute ago. That was totally an accident.",
CAGM001DO,CAGM,Dogen,"Oh, okay, Raz. I know you wouldn't do that on purpose.",
CAGM002RA,CAGM,Raz,"What are they lying to you about, anyway?",
CAGM003DO,CAGM,Dogen,Nothing!,
CAGM004RA,CAGM,Raz,"Hey, what happened to the squirrels?",
CAGM005DO,CAGM,Dogen,They lied. They lied... and then--then--then they--they left.,
CAGN000PH,CAGN,Phoebe,You're lucky I'm not burning people any more.,
CAGN001QU,CAGN,Quentin,"Not cool, bro.",
CAGO000LI,CAGO,Lili,Grow up.,
CAGP000CH,CAGP,Chloe,"Earthling violence is why we haven't been asked to join the greater galactic community, you know. ",
CAGQ000NI,CAGQ,Nils,Hmmm.,
CAGQ002NI,CAGQ,Nils,Grrrr.,
CAGQ003NI,CAGQ,Nils,(Sigh.),
CAGQ005NI,CAGQ,Nils,"Quit it, Bobby! I know that's you! Jerk.",
CAGR000MH,CAGR,Mikhail,"Ah, thanks for offer, but only want to fight bear today.",
